"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Justin Anderson","SF","2017-2018",24,0.425339689578714,0.276055931576514,0.525453686200378,0.48048592151909,0.831644064102426,0.0045889953689619,0.163966314828828,0.381492559667268,0.0459130425609206,0.159451797643893,0.114251073000511,0.227306873124,0.122593617360909,0.127140484526218,0.051145350389455,0.146170992029291,0.219761480605667,0.066530769245944,0.0211549989227943,0.0162329025648399,0.0514843688855549,0.0978417964091632,0.47267019554083,"PHI"
"Justin Holiday","SG","2017-2018",28,0.398052712542303,0.310461307137129,0.495759717114569,0.48092191698126,0.818604365601028,0.00408386028304727,0.125412371134021,0.325490078759081,0.05953125,0.194383673671689,0.0703908539633831,0.138241237113402,0.0331038291605302,0.0383897110641297,0.0179381443298969,0.117272928462092,0.136123738535949,0.0470113636363636,0.0378662790697674,0.0191029900332226,0.0326675257731959,0.0711639865831401,0.343840650664545,"CHI"
"Justin Jackson",NA,"2017-2018",NA,0.453681710213777,0.356687898089172,0.517110266159696,0.52075,0.709090909090909,0.00729801829268293,0.166231505657093,0.366405570060923,0.0487380330722367,0.136640557006092,0.118363794604003,0.228894691035683,0.0678851174934726,0.0957354221061793,0.0565709312445605,0.103568320278503,0.159268929503916,0.0765883376849434,0.0243690165361184,0.0165361183637946,0.0504786771105309,0.0583115752828547,0.449956483899043,"SAC"
"Justin Patton",NA,"2017-2018",NA,0.670588235294118,0.5,0.6875,0.689,0.52,0.00642784552845528,0.225296442687747,0.33596837944664,0.00790513833992095,0.0158102766798419,0.217391304347826,0.316205533596838,0.0513833992094862,0.0988142292490119,0.0671936758893281,0.177865612648221,0.245059288537549,0.0474308300395257,0.0355731225296443,0.0553359683794466,0.0671936758893281,0.106719367588933,0.509881422924901,"MIN"
"Justise Winslow","SF","2017-2018",21,0.367530791409179,0.182576921845484,0.393936964415396,0.381009866102889,0.638247946916618,0.00956817606597612,0.145585373062378,0.423941553368702,0.0115273775216138,0.0527930501431591,0.136574472856881,0.334827109227424,0.054227023522873,0.0845314439604841,0.0411202167223826,0.106375964657261,0.149853696363232,0.123297914813583,0.0483027025778499,0.010731181250293,0.0492306333576454,0.0823180454432871,0.360276324988435,"MIA"
"Jusuf Nurkic","C","2017-2018",23,0.493190661478599,0,0.49595256916996,0.493190661478599,0.574871186440678,0.00514855728796015,0.194295632635532,0.391963201690875,0,0,0.194295632635532,0.391963201690875,0.0762756138619609,0.146112238271371,0.108763375321685,0.216904590736366,0.333661255943597,0.0980106534364063,0.0435846165298123,0.0526707555424,0.101777860676981,0.102317544902303,0.46798630510043,"POR"
"K.J. McDaniels","SF","2017-2018",24,0.463218997361478,0.314318965517241,0.571627368421053,0.541032967032967,0.844433526011561,0.00263272973638827,0.151149042808961,0.332220779338532,0.0589156860727069,0.168035847647498,0.0967149886953052,0.183656348695754,0.0711694381326172,0.0764563106796116,0.0201415761058461,0.146920992143813,0.160332871012483,0.0299329695369398,0.041191794742783,0.03287423797697,0.0573422330097087,0.0924815767926073,0.406575424838522,"TOR"
"Karl-Anthony Towns","C","2017-2018",22,0.54410621761658,0.367,0.575468305192186,0.598100610759086,0.785012574525745,0.0100591052903503,0.249228666536359,0.456355473270506,0.0324324324324324,0.0918918918918919,0.21679852324854,0.376323267243173,0.0973828993563241,0.131709449814268,0.0969876126126126,0.227559765772596,0.335731684138873,0.0709296168201566,0.0168008918008918,0.0300548955347244,0.0804983676093934,0.0783025380297461,0.646371394274645,"MIN"
"Kawhi Leonard","SF","2017-2018",26,0.460525700317125,0.373311953810624,0.503300078520328,0.52979168162361,0.881414313720498,0.00820172184814396,0.249127850372287,0.531420917820409,0.0660360631007157,0.16756290101734,0.17897777916263,0.351955306204532,0.171005614641,0.19393287893375,0.0294928476391795,0.141046251998845,0.168077318856535,0.107215487519565,0.0589200310300702,0.0301618372792418,0.0671644161831186,0.0481892223985028,0.746385694439454,"SAS"
"Kay Felder","PG","2017-2018",22,0.433259259259259,0.255759259259259,0.474574074074074,0.478444444444444,0.647444444444444,0.00436897771755495,0.148395433986647,0.325651518414818,0.0263838035752746,0.0821667025629981,0.122442386388111,0.243807882834374,0.0757053629119104,0.107042860219686,0.0478139134180487,0.142472539306483,0.189963385741977,0.0856127503769115,0.0353219900926125,0.0285375834589705,0.0626749946155503,0.0983200516907172,0.398341589489554,"CLE"
"Kelly Olynyk","C","2017-2018",26,0.515467268623025,0.363672131147541,0.606751540041068,0.584643274853801,0.763956343792633,0.00559675141242938,0.16804913559934,0.327314260850647,0.0374509502192814,0.116668539957289,0.130987604958017,0.215927493925846,0.0786848247031366,0.104211339740609,0.0377848860455818,0.176970661010958,0.213446447507953,0.11161976235147,0.030263394116591,0.0195121951219512,0.0615121951219512,0.101913696060038,0.470211915233906,"MIA"
"Kelly Oubre","SF","2017-2018",22,0.423857466063348,0.263287749287749,0.538530066815145,0.487171673819742,0.725003627569529,0.00547654220098902,0.126698453676141,0.304069936862555,0.0324740542350184,0.118226600985222,0.0872756820143951,0.173754249635746,0.0407601303241116,0.0621466184571332,0.0396393282055714,0.12371068280007,0.161149442068512,0.0329727139164526,0.0448275862068966,0.00990983205139285,0.0338835000761769,0.12525354969574,0.325698421474335,"WAS"
"Kemba Walker","PG","2017-2018",27,0.435617215366818,0.385596884743954,0.474102898550725,0.526743307192526,0.854221739130435,0.00851390601741121,0.226637586217176,0.506044650504438,0.0713699132402211,0.198850064174877,0.140171802123499,0.29363302672748,0.106965867885176,0.129089530947053,0.0182516810758886,0.0940441759883253,0.108911414211296,0.182215875758332,0.0353862298145818,0.00908321830172991,0.0580176983328295,0.0459300988259093,0.651407324293727,"CHO"
"Kennedy Meeks",NA,"2017-2018",NA,0.556910569105691,0,0.556910569105691,0.554666666666667,0.651685393258427,0.00577574525745257,0.200879765395895,0.360703812316716,0,0,0.200879765395895,0.360703812316716,0.0850439882697947,0.130498533724341,0.129032258064516,0.205278592375367,0.332844574780059,0.0454545454545454,0.0351906158357772,0.0498533724340175,0.0615835777126101,0.105571847507332,0.485337243401759,"TOR"
"Kenneth Faried","PF","2017-2018",28,0.532837944664032,0,0.543718875502008,0.548,0.725171894604768,0.00568212275529349,0.157792711294908,0.279798133495638,0,0.00471698113207547,0.158612198884538,0.277924783964821,0.095861229458308,0.144972329201592,0.129716981132075,0.231775300171527,0.35011673337145,0.0459328899768213,0.0312991352201258,0.0316705190919027,0.0471698113207547,0.0982704402515723,0.407577292767752,"DEN"
"Kent Bazemore","SF","2017-2018",28,0.423487738419619,0.36258904109589,0.464429752066116,0.485300236406619,0.726515566625156,0.00787215823547124,0.1993660562172,0.395574585165663,0.0608883578214433,0.13851769985599,0.123697575789308,0.248205124476236,0.0676234537042928,0.0982319643283412,0.0202870361112878,0.0903184360433431,0.112705756173821,0.0783982642718702,0.037777554506179,0.0225057771526173,0.0726474376870369,0.0858118309075164,0.522077368701936,"ATL"
"Kentavious Caldwell-Pope","SG","2017-2018",24,0.390801369863014,0.324038461538462,0.459890476190476,0.467285132382892,0.830875675675676,0.00843686483739837,0.144809472417888,0.356302285665167,0.0602688268995353,0.181501890239754,0.0860866433234854,0.217706757852743,0.053696819496076,0.0608313619466036,0.0163209892939623,0.0782335733792045,0.0947266106686397,0.0946865232579518,0.0394276629570747,0.00602273582774976,0.0380442361866511,0.0505329127754757,0.409622668797633,"LAL"
"Kevin Durant","SF","2017-2018",29,0.526492193808286,0.360687522199107,0.597036207881211,0.583924336679746,0.88253045740007,0.00793868365275984,0.244422125800093,0.438970402692473,0.0600561379043326,0.160845308234519,0.181547090699904,0.297011937284476,0.13816086358772,0.157025618271372,0.015812055194651,0.222126822878238,0.241476335358237,0.129659198426219,0.0434046255650717,0.0593843237321288,0.0630915722093425,0.0662490766197612,0.693913365047467,"GSW"
"Kevin Love","PF","2017-2018",29,0.415994845360825,0.348194581280788,0.471,0.491682419659735,0.867529880478088,0.00793554390029388,0.186184288747346,0.427057324840764,0.0823270733220217,0.242418886443848,0.113789395318058,0.240231030812459,0.148059286895799,0.170325567250672,0.0678455475972143,0.259320759704908,0.334847957592003,0.0611319381255687,0.0288216560509554,0.011189022661551,0.0692993630573248,0.0735746776293382,0.583723151456568,"CLE"
"Kevon Looney","C","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"GSW"
"Khem Birch",NA,"2017-2018",NA,0.480216592535293,0.374650455927052,0.529835069690862,0.540548387096774,0.721353228092938,0.0071011861832328,0.15921776067965,0.331554059469424,0.0395159092730624,0.105474072293019,0.119672998316903,0.225868397852048,0.0962474953915205,0.133426304400096,0.0522016510379098,0.138312094253426,0.190260479281879,0.0765985413160215,0.0319147230904865,0.0241147711789693,0.0644930672437283,0.0807245331409793,0.45386551254308,"ORL"
"Khris Middleton","SF","2017-2018",26,0.460160200250313,0.423575882352941,0.46218829787234,0.526992383135283,0.86061311872159,0.0079356425933075,0.168717658616107,0.366739045956774,0.0551647117344073,0.12183378744908,0.108790677591531,0.232730495777959,0.0927469366841246,0.106753908832049,0.0130372798452383,0.121815379246161,0.130253849024081,0.1119112431015,0.049366815027613,0.00719983364632278,0.070277316741961,0.0928876346120302,0.487811196575428,"MIL"
"Klay Thompson","SG","2017-2018",27,0.484792456447487,0.431197447509263,0.510992040217847,0.590093864468864,0.846979614719136,0.00903548734380874,0.248301185111556,0.505946397655156,0.10678055060408,0.235101378200134,0.144030080314999,0.260965535468315,0.0698528712449167,0.0835021945512195,0.0144570346795435,0.0975428259502865,0.113013366367324,0.059280368844979,0.0232082043343653,0.015069699754902,0.0483155277386413,0.0497352340464858,0.660403405934963,"GSW"
"Kosta Koufos","C","2017-2018",28,0.554394250513347,0,0.553140495867769,0.547584710743802,0.601572569906791,0.00472156270235269,0.132538569424965,0.237659414853713,0,0,0.132538569424965,0.241123188405797,0.0195652173913043,0.0370125,0.0936401433691756,0.193714285714286,0.281579558652729,0.0430592105263158,0.0260623229461756,0.0410909090909091,0.0416842105263158,0.127629310344828,0.294789081885856,"SAC"
"Kris Dunn","PG","2017-2018",23,0.387134408602151,0.288,0.417032258064516,0.417323076923077,0.671396103896104,0.00530177759404713,0.0963157894736842,0.237816764132554,0.0175438596491228,0.0526315789473684,0.0713450292397661,0.173366992360127,0.0297270955165692,0.0439766081871345,0.015639874881001,0.108954512979281,0.12114311127469,0.161143599740091,0.0526174534565076,0.0313334777272399,0.063016546104598,0.115466134471982,0.254166666666667,"CHI"
"Kris Humphries","PF","2017-2018",32,0.41620814479638,0.352,0.43165548098434,0.463216704288939,0.751221374045801,0.00281593406593407,0.132321111290583,0.303549140247573,0.024390243902439,0.0813008130081301,0.0992408334679373,0.231319458154111,0.0872309899569584,0.109157873493629,0.0872309899569584,0.193785617601669,0.289765691154804,0.0323049588111775,0.0201522227988237,0.0227642276422764,0.0350871394892811,0.0999405116002379,0.393524254545884,"PHI"
"Kristaps Porzingis","PF","2017-2018",22,0.449400060144346,0.366282,0.491202676832415,0.502377104185623,0.787767386685552,0.00848034423154955,0.207660580787687,0.475503986626335,0.0518292682926829,0.174629262657663,0.142452598632765,0.30937930753649,0.0909550435215933,0.11783785425317,0.0454958777052559,0.171367831431773,0.21673672830881,0.0519878672749324,0.0231176918098142,0.0515139595937577,0.0588614573366521,0.107717286563373,0.560800392377229,"NYK"
"Kyle Anderson","SG","2017-2018",24,0.468071853446782,0.377075645756458,0.4806257900306,0.50596759426854,0.833480220320172,0.00493541693171216,0.08989982336776,0.212684603397507,0.019879142147405,0.0516289224709962,0.0646389239329944,0.136290223392721,0.0542615587443048,0.0558973750601116,0.0393004324769216,0.155360475565079,0.186822135810712,0.0967082928263326,0.0555604288956535,0.0291868397887324,0.0314233274601869,0.0622594930637806,0.25315011803669,"SAS"
"Kyle Korver","SG","2017-2018",36,0.478712195121951,0.430770448548813,0.537962529274005,0.657315789473684,0.945739549839228,0.00576131903560415,0.143390976846124,0.288893401302881,0.0881968309966242,0.200923405614184,0.044207453973956,0.0810822521053419,0.0254292892921728,0.0234433468043706,0.00544913341975131,0.114486271005233,0.127920425630349,0.0605555199178908,0.0126157333162273,0.0114503816793893,0.039072244673951,0.0598888859540224,0.397484010007415,"CLE"
"Kyle Kuzma",NA,"2017-2018",NA,0.510822510822511,0.314814814814815,0.558659217877095,0.537,0.616279069767442,0.00533536585365854,0.187301587301587,0.366666666666667,0.026984126984127,0.0857142857142857,0.158730158730159,0.284126984126984,0.0841269841269843,0.136507936507937,0.0777777777777776,0.19047619047619,0.266666666666667,0.06984126984127,0.0142857142857143,0.0174603174603175,0.0746031746031748,0.0730158730158729,0.484126984126986,"LAL"
"Kyle Lowry","PG","2017-2018",31,0.447673076923077,0.409361669283098,0.49410910988644,0.554164555373405,0.800246969268633,0.00864563387429241,0.169007025299317,0.383392571225867,0.0936383575849408,0.240656636870932,0.0824840947400727,0.167068188838382,0.120686066071365,0.161435110454832,0.020823124644856,0.110380584323219,0.13190840594867,0.155512378988461,0.0424298678847687,0.00429278727011869,0.0737471567890868,0.0781522594669797,0.53764380603864,"TOR"
"Kyle O'Quinn","C","2017-2018",27,0.507837894736842,0.118,0.536876826722338,0.523,0.765927631578947,0.0034349593495935,0.173860539067232,0.368867353119322,0,0.0128205128205128,0.173860539067232,0.348564972277874,0.0476983646274985,0.068041602695068,0.132588209511286,0.209555018972059,0.379226094396373,0.105835868167707,0.0268303301029679,0.0961538461538462,0.0591715976331361,0.148753073410608,0.395671130488944,"NYK"
"Kyle Singler","SF","2017-2018",29,0.418656783468104,0.188312158808933,0.612440444015444,0.459278851117306,0.744161968466316,0.00321048177054447,0.0966465665764214,0.211993677752791,0.0163939476902947,0.101043579736762,0.0682465892693165,0.109372825852104,0.039038737446198,0.0465192021930723,0.0267771878625927,0.11467955732894,0.127579417706824,0.0234979858839563,0.01686663875835,0.0173315602836879,0.0258554441651137,0.0787489403013646,0.240549647776731,"OKC"
"Kyle Wiltjer","PF","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"TOR"
"Kyrie Irving","PG","2017-2018",25,0.493975609756097,0.428367952522255,0.525391923990499,0.551566484517304,0.889916666666667,0.00852082269186566,0.291162627327011,0.596508181935318,0.0849222003068157,0.21458442286849,0.218124341412013,0.393465802498761,0.124146372890091,0.136724742493973,0.0169844400613631,0.0876584258593604,0.102570346953909,0.172742654001407,0.0344914782784605,0.00801448464999867,0.0691958669166646,0.062914286532377,0.78748027111968,"BOS"
"L.J. Peak",NA,"2017-2018",NA,0.460076045627376,0.333333333333333,0.516483516483517,0.506,0.766129032258065,0.00703760162601626,0.14560770156438,0.316486161251504,0.0324909747292419,0.0974729241877256,0.113116726835138,0.219013237063779,0.114320096269555,0.149217809867629,0.0288808664259928,0.0830324909747292,0.113116726835138,0.0746089049338148,0.0324909747292419,0.0168471720818291,0.0685920577617329,0.0998796630565585,0.438026474127556,"BOS"
"LaMarcus Aldridge","PF","2017-2018",32,0.487774127310062,0.411,0.48751677852349,0.498977505112474,0.826706338939198,0.00747731904542765,0.231693630067614,0.466014691369126,0.00925925925925926,0.0246913580246914,0.221619993977718,0.412629959336191,0.0963036231087665,0.106522705438695,0.0879961740793879,0.151234567901235,0.248040077664212,0.0580530315107073,0.0161179698216735,0.041553748870822,0.0453250453250453,0.0712705761316872,0.561849343295884,"SAS"
"Lance Stephenson","SG","2017-2018",27,0.390889665889666,0.278078510482083,0.374210526315789,0.414810055653693,0.709971114167813,0.00354356129295494,0.135973702977264,0.339711913110997,0.0157133197864942,0.0596122688179184,0.119592593122594,0.296069523640923,0.0156857928319413,0.026940451545405,0.0172803970832047,0.132721698315708,0.15419229630915,0.140388481847713,0.0160696994414314,0.0104137350956944,0.0958585150311084,0.114541930072332,0.300576893285162,"IND"
"Lance Thomas","PF","2017-2018",29,0.384764845605701,0.478041666666667,0.36358,0.46094674556213,0.921508396946565,0.00612185404722573,0.100142247510669,0.241845994296085,0.0380952380952381,0.0857142857142857,0.0553884711779449,0.140982434640523,0.0373511904761905,0.0405790711346267,0.0290509259259259,0.123737916219119,0.168048469387755,0.0481564054193106,0.0296438019652305,0.00291545189504373,0.0215027187345526,0.067425,0.293125946030586,"NYK"
"Landry Nnoko",NA,"2017-2018",NA,0.53781512605042,0,0.53781512605042,0.53,0.645833333333333,0.00591971544715447,0.137339055793991,0.255364806866953,0,0,0.137339055793991,0.255364806866953,0.0665236051502146,0.103004291845494,0.0965665236051502,0.143776824034335,0.238197424892704,0.0321888412017167,0.00858369098712446,0.092274678111588,0.0643776824034335,0.133047210300429,0.336909871244635,"DET"
"Langston Galloway","PG","2017-2018",26,0.385802855411329,0.353993760746008,0.373729039529386,0.489444444444444,0.8208618979257,0.00468177036232436,0.144003540018806,0.365900728087275,0.0750556762101886,0.206829855804372,0.067786817362397,0.171603604642476,0.0349172378360769,0.0415418575742007,0.0156455471059138,0.0870605246614887,0.103333843373407,0.0648413222688238,0.0315516269294484,0.00479483872757024,0.034619474450007,0.0673209734339771,0.388365214609738,"DET"
"Larry Nance Jr.","PF","2017-2018",25,0.53618064516129,0.278,0.569323404255319,0.560292275574113,0.748631452581032,0.00540618929419383,0.155761990957756,0.273696059019773,0.00937445643715727,0.0288875913036314,0.150569924592498,0.249805688408309,0.0477406195671517,0.065740601315063,0.0747999890643291,0.168409332103899,0.255090039509254,0.0652512171861667,0.0630761766132945,0.0262008733624454,0.0410858246556937,0.107884672760314,0.36916243037213,"LAL"
"Lauri Markkanen",NA,"2017-2018",NA,0.490196078431373,0.431818181818182,0.53448275862069,0.584,0.840909090909091,0.00782520325203252,0.162337662337662,0.331168831168831,0.0616883116883117,0.142857142857143,0.100649350649351,0.188311688311688,0.12012987012987,0.142857142857143,0.0779220779220779,0.155844155844156,0.233766233766234,0.0292207792207792,0.012987012987013,0.0162337662337662,0.0357142857142857,0.0649350649350649,0.506493506493506,"CHI"
"LeBron James","SF","2017-2018",33,0.538036363636364,0.317943793911007,0.612207509881423,0.591675146771037,0.673191846522782,0.00928256357031656,0.256133398952358,0.486875853489272,0.044973544973545,0.126577126577127,0.214738102151977,0.357089426092228,0.111417148225067,0.18179419525066,0.0365057680631451,0.189735893469919,0.228176768263668,0.243186582809224,0.0300182908878561,0.0141258689268057,0.0993712413623616,0.0428484690779773,0.676444850031852,"CLE"
"London Perrantes",NA,"2017-2018",NA,0.407407407407407,0.393700787401575,0.422413793103448,0.506333333333333,0.787878787878788,0.00835027100271004,0.100405679513184,0.246450304259635,0.0507099391480731,0.128803245436105,0.0496957403651114,0.117647058823529,0.0527383367139958,0.0669371196754563,0.00912778904665313,0.0780933062880325,0.0872210953346856,0.129817444219067,0.026369168356998,0.00405679513184583,0.0507099391480731,0.0365111561866125,0.305273833671398,"SAS"
"Lonzo Ball",NA,"2017-2018",NA,0.557894736842105,0.407407407407407,0.731707317073171,0.668,0.666666666666667,0.00891768292682927,0.150997150997151,0.270655270655271,0.0626780626780627,0.153846153846154,0.0854700854700855,0.116809116809117,0.0512820512820513,0.0769230769230769,0.0256410256410256,0.145299145299145,0.170940170940171,0.216524216524216,0.0512820512820513,0.0227920227920228,0.0712250712250712,0.0512820512820513,0.415954415954416,"LAL"
"Lou Williams","SG","2017-2018",31,0.418895074946467,0.3878125,0.471290322580645,0.502833333333333,0.833738317757009,0.00615942028985507,0.200454697845948,0.464359718193121,0.0824964131994261,0.208019026066549,0.120428748994064,0.255692857274696,0.164933358118178,0.186783406295601,0.010905797557202,0.0872665182523085,0.0980938309879623,0.115780533988803,0.037821641103009,0.00778264192898339,0.0914634146341464,0.0470303885020025,0.647557144289491,"LAC"
"Luc Mbah a Moute","SF","2017-2018",31,0.440695385464253,0.184125454545455,0.50142483528078,0.503894086956522,0.597466546794929,0.00338185606114351,0.0829536670842459,0.154616506271482,0.00423936390699778,0.0513575538508067,0.0671764504763129,0.126718929994422,0.0191641801426291,0.0352568432601608,0.0206223316949718,0.0716486966655852,0.0873780189070694,0.0234257324184233,0.0436332328878884,0.0128206702764221,0.0321339663171024,0.082039773932352,0.210623755476707,"HOU"
"Lucas Nogueira","C","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"TOR"
"Luke Babbitt","SF","2017-2018",28,0.393446808510638,0.431405405405405,0.351862660944206,0.540337606837607,0.674683977900552,0.00365292041078306,0.0979103759642524,0.222487447394102,0.0692896319886766,0.185252663644711,0.0244442499001774,0.0541015208364142,0.00890107232121261,0.0137445524639625,0.0119230648551975,0.106599433828733,0.127493538695043,0.0322528297294008,0.0173878029138297,0.0129011318917603,0.025583864118896,0.116828695943681,0.262649250651562,"ATL"
"Luke Kennard",NA,"2017-2018",NA,0.459821428571429,0.382352941176471,0.528925619834711,0.541,0.848101265822785,0.00790142276422764,0.165594855305466,0.360128617363344,0.0627009646302251,0.163987138263666,0.102893890675241,0.194533762057878,0.107717041800643,0.127009646302251,0.0353697749196141,0.104501607717042,0.139871382636656,0.0643086816720257,0.0273311897106109,0.00964630225080386,0.0385852090032154,0.0659163987138264,0.503215434083601,"DET"
"Luke Petrasek",NA,"2017-2018",NA,0.473913043478261,0.381443298969072,0.544776119402985,0.546333333333333,0.753846153846154,0.00591971544715447,0.155937052932761,0.329041487839771,0.0529327610872674,0.138769670958512,0.104434907010014,0.19170243204578,0.0701001430615163,0.0929899856938485,0.0414878397711016,0.144492131616595,0.185979971387697,0.0600858369098712,0.0271816881258941,0.0343347639484979,0.0629470672389129,0.0901287553648069,0.434907010014305,"CHO"
"Luol Deng","SF","2017-2018",32,0.389714075801336,0.333196299275945,0.431153472196253,0.452564315352697,0.716788232373386,0.00603905877002136,0.11586895700074,0.289807595074053,0.0330376370641114,0.108829551236769,0.0766581280710285,0.172584750127991,0.0304305511806458,0.0433073130724645,0.0419189421461776,0.170718485900388,0.212456041186421,0.053889342172361,0.0320350828263502,0.0104437990081961,0.0309896832831165,0.0449216421795697,0.298847908972303,"LAL"
"Malachi Richardson","SG","2017-2018",22,0.433259259259259,0.255759259259259,0.474574074074074,0.478444444444444,0.647444444444444,0.00436897771755495,0.148395433986647,0.325651518414818,0.0263838035752746,0.0821667025629981,0.122442386388111,0.243807882834374,0.0757053629119104,0.107042860219686,0.0478139134180487,0.142472539306483,0.189963385741977,0.0856127503769115,0.0353219900926125,0.0285375834589705,0.0626749946155503,0.0983200516907172,0.398341589489554,"SAC"
"Malcolm Brogdon","SG","2017-2018",25,0.447905472636816,0.390498714652956,0.469158110882957,0.49993023255814,0.831867305061559,0.00611111111111111,0.142386642156863,0.326112384784541,0.0383956524307401,0.100879524702239,0.111400462962963,0.227741702741703,0.0516968150896722,0.0795108093126386,0.0193452380952381,0.091710758377425,0.108367889420521,0.156548665800138,0.0382462686567164,0.00757575757575758,0.0622009569377991,0.0755931712962963,0.384047421741435,"MIL"
"Malcolm Delaney","PG","2017-2018",28,0.362234250394169,0.292344558910273,0.408610597527414,0.406580148198373,0.827787909032912,0.00407403141022917,0.118980535996316,0.332832326401398,0.0324178754884568,0.0991922769901776,0.0800248399510931,0.212518416907992,0.0561884703445654,0.0750298905446212,0.0122749523621789,0.0867824386854058,0.0955120432999053,0.129503539972458,0.0321947205937729,0,0.0789915890549419,0.0851792594151036,0.329457874975298,"ATL"
"Malik Beasley","SG","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"DEN"
"Malik Monk",NA,"2017-2018",NA,0.448979591836735,0.391304347826087,0.5,0.543,0.829787234042553,0.00815548780487805,0.205607476635514,0.457943925233645,0.0841121495327103,0.214953271028037,0.121495327102804,0.242990654205607,0.121495327102804,0.146417445482866,0.00934579439252336,0.0685358255451713,0.0778816199376947,0.0716510903426791,0.0280373831775701,0.0155763239875389,0.0623052959501558,0.059190031152648,0.616822429906542,"CHO"
"Manu Ginobili","SG","2017-2018",40,0.380191479391414,0.433931392764373,0.369812013532686,0.495277307637605,0.756642249898793,0.00558070936675535,0.112526328712212,0.296128066138406,0.087976240869766,0.187937991080909,0.0468836460339386,0.127630443684183,0.0528359219223473,0.0767725335004391,0.0176627520219707,0.0888074965191437,0.108536515226853,0.175205261048923,0.0616552760310473,0.010115083679457,0.0670471304261296,0.0853707223842253,0.348631136700043,"SAS"
"Marc Gasol","C","2017-2018",33,0.472789699570815,0.388,0.488084210526316,0.512570824524313,0.800970198675497,0.00722458207728145,0.187766714082504,0.37837893724333,0.0409356725146199,0.105263157894737,0.157306780464675,0.29301293774978,0.107357357357357,0.165241926472232,0.0229901810743974,0.192054655870445,0.21077893876849,0.121416571557468,0.0283271873952397,0.0511463105747383,0.0621542595226806,0.0800118801865542,0.512918771766322,"MEM"
"Marcin Gortat","C","2017-2018",33,0.583218579234973,0,0.588451730418943,0.586382513661202,0.63636747624076,0.00669001902784985,0.148454260671455,0.247100650214837,0,0,0.148454260671455,0.250800904266251,0.0337793011941619,0.0600935093509351,0.0853610675039247,0.23509437395184,0.323580034423408,0.0498051784816491,0.0175016869095817,0.0276027602760276,0.044784495659982,0.091686674669868,0.332816767719815,"WAS"
"Marcus Georges-Hunt","SG","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"MIN"
"Marcus Morris","SF","2017-2018",28,0.389756756756757,0.314406332453826,0.445654885654886,0.463931506849315,0.766139088729017,0.00696244440667403,0.160822143635832,0.393382277297171,0.0543776223776224,0.160586835844568,0.0939533976796334,0.217108797421401,0.0542395437262357,0.0763208694447438,0.0253186813186813,0.0993672277637139,0.12453170718368,0.0552407592407592,0.0216849816849817,0.0107057890563045,0.0330249724926531,0.0676699300699301,0.445818474718998,"BOS"
"Marcus Smart","SG","2017-2018",23,0.355728929384966,0.301866666666667,0.428513513513514,0.423762004175365,0.788063492063492,0.00700804147006047,0.113958670686575,0.31237512986494,0.0326688815060908,0.117349368897357,0.0735950044603033,0.187753036437247,0.0785489436805226,0.107768230667101,0.0281970567058286,0.0969558910195385,0.126102898773596,0.173115521855486,0.0550212741155214,0.0129030202625207,0.0635228251507321,0.0703637447823494,0.352405568391377,"BOS"
