"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Mario Hezonja","SF","2017-2018",22,0.371279923655235,0.299,0.4165859912012,0.420895450490633,0.815568488173898,0.0037698276278015,0.132628944868465,0.359458173450615,0.0433735044165787,0.145763788341913,0.083565102903835,0.213972203589677,0.0444080081092498,0.0609687524847951,0.0236564896228762,0.155121996099773,0.181887308742179,0.0602090618780503,0.0327421231763365,0.0159893958487309,0.0596662647229573,0.0739547824412349,0.361523664481179,"ORL"
"Markelle Fultz",NA,"2017-2018",NA,0.477272727272727,0.42,0.504,0.535,0.656716417910448,0.00907012195121951,0.235294117647059,0.492997198879552,0.0588235294117647,0.140056022408964,0.176470588235294,0.350140056022409,0.123249299719888,0.187675070028011,0.0364145658263305,0.123249299719888,0.159663865546218,0.165266106442577,0.0448179271708683,0.0336134453781513,0.0896358543417367,0.0700280112044818,0.649859943977591,"PHI"
"Markieff Morris","PF","2017-2018",28,0.480112643678161,0.364959128065395,0.504,0.525369978858351,0.856265984654731,0.00809703725871614,0.163370528648306,0.353185350918512,0.0315764482431149,0.0839984350547731,0.114276669832225,0.26249265138154,0.0721747388414055,0.0789411206077873,0.0357078367641748,0.161789297658863,0.208873056994819,0.0546283379832603,0.0331385138501395,0.0121606334841629,0.0533418033418033,0.106318070365513,0.438961002526826,"WAS"
"Marquese Chriss","PF","2017-2018",20,0.463705240174672,0.339717201166181,0.529915254237288,0.523676855895196,0.631578947368421,0.0063135162601626,0.191278682281253,0.414564039353291,0.0422535211267606,0.136189035036666,0.136393919069975,0.247004776265827,0.0725267774310534,0.116533336955193,0.0491186640802901,0.142609306633451,0.189934133154584,0.0340122788010112,0.0400215500654198,0.0409161265795286,0.0713046533167257,0.151461147839417,0.520902091741007,"PHO"
"Marreese Speights","C","2017-2018",30,0.428869936034115,0.372,0.509483146067416,0.519462686567164,0.866730158730159,0.00336164800327249,0.153555031061016,0.383595599666891,0.0828025477707006,0.21656050955414,0.0870145176012423,0.188112637145874,0.0749494794464482,0.0875972041030364,0.0687036894925775,0.213651853422744,0.27704539723955,0.0532974076063632,0.0199329861615386,0.0499420961204401,0.0433041436801701,0.202156919513607,0.444863685948031,"ORL"
"Marshall Plumlee","C","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"LAC"
"Marvin Williams","PF","2017-2018",31,0.415883133229263,0.368375420875421,0.49678329146005,0.510361794669024,0.87594436642196,0.00730351150772813,0.135465376657333,0.328471625988021,0.0665068420585308,0.192635359609646,0.0755447236701096,0.146649208258446,0.0529520341775495,0.0652142670727691,0.0438567128236002,0.207993955448525,0.254396080626384,0.0545005395760856,0.0245044975577061,0.0255830824804335,0.0305106452848777,0.0613522334965251,0.386995550149216,"CHO"
"Mason Plumlee","C","2017-2018",27,0.54435489546604,0,0.548505219805193,0.544822609253125,0.598484721139479,0.00650079893817353,0.137251250044362,0.264746647875502,0,0.00377358490566038,0.137251250044362,0.262140127657485,0.0743795003961655,0.132030594482919,0.0757760189945829,0.191145112142904,0.26621637940727,0.11270884915721,0.0323488669410922,0.0425025168057675,0.0576328144092172,0.108130654245845,0.358667311153162,"DEN"
"Matt Jones",NA,"2017-2018",NA,0.404878048780488,0.394957983193277,0.435294117647059,0.515,0.709677419354839,0.00731707317073171,0.0960648148148149,0.237268518518518,0.0543981481481483,0.137731481481482,0.042824074074074,0.0983796296296295,0.0254629629629629,0.0358796296296295,0.0335648148148148,0.0555555555555556,0.0879629629629629,0.0601851851851851,0.0416666666666667,0.00578703703703705,0.0335648148148148,0.0763888888888889,0.270833333333333,"SAC"
"Matt Williams",NA,"2017-2018",NA,0.38,0.360544217687075,0.433962264150943,0.5095,0.78125,0.00792682926829268,0.121794871794872,0.320512820512821,0.0849358974358974,0.235576923076923,0.0368589743589744,0.0849358974358974,0.0400641025641026,0.0512820512820513,0.0128205128205128,0.0961538461538462,0.110576923076923,0.0448717948717949,0.0176282051282051,0,0.0416666666666667,0.0528846153846154,0.371794871794872,"MIA"
"Matthew Dellavedova","PG","2017-2018",27,0.369616561356834,0.35814406838509,0.365059751542178,0.443670873786408,0.938229622427484,0.00608424435691961,0.0914512224209053,0.254629256570957,0.0356231692020108,0.107105911430609,0.0557939450184245,0.148517434361329,0.0441027919088889,0.046230145533294,0.00843363739915464,0.0606247617914198,0.069228410633266,0.179711453464284,0.0262577597143073,0,0.0829930757203484,0.0856405914075355,0.266438670607377,"MIL"
"Maurice Harkless","SF","2017-2018",24,0.523671232876712,0.333943734015345,0.581919075144509,0.570827586206897,0.631945945945946,0.00728496677917171,0.136536852341859,0.267213979061535,0.0314204826315553,0.0905788960550507,0.109454632055251,0.177383842451117,0.0320365672368739,0.0469536358809715,0.0405929216606429,0.0928872523108768,0.146351737625997,0.0440149712068023,0.0360652496292635,0.0283940565845715,0.0365673904180474,0.0985886547132222,0.309050956022547,"POR"
"Maxi Kleber",NA,"2017-2018",NA,0.460526315789474,0.37037037037037,0.510204081632653,0.527,0.8,0.00614837398373984,0.144628099173554,0.31404958677686,0.0413223140495868,0.111570247933884,0.103305785123967,0.202479338842975,0.0991735537190083,0.12396694214876,0.0826446280991736,0.177685950413223,0.260330578512397,0.0413223140495868,0.0371900826446281,0.0371900826446281,0.0578512396694215,0.115702479338843,0.433884297520661,"DAL"
"Melo Trimble",NA,"2017-2018",NA,0.43030303030303,0.344594594594595,0.5,0.508333333333333,0.838150289017341,0.00834180216802167,0.144162436548223,0.33502538071066,0.0517766497461929,0.150253807106599,0.0913705583756346,0.182741116751269,0.147208121827411,0.175634517766498,0.00812182741116753,0.104568527918782,0.112690355329949,0.117766497461929,0.0375634517766497,0.00507614213197971,0.083248730964467,0.0568527918781727,0.485279187817258,"MIN"
"Meyers Leonard","PF","2017-2018",25,0.372456140350877,0.355532786885246,0.420526096033403,0.467531190926276,0.87387676508344,0.0040596919127086,0.13350900307422,0.307227044312471,0.0640793903951799,0.173159989045157,0.0662636596140432,0.134976251118607,0.0410648541489663,0.040243557065987,0.0281620553359684,0.166525063721325,0.179483460085238,0.0672833599149389,0.0131071480353777,0.0330347500158821,0.0287453979042764,0.155934343434343,0.364554480097103,"POR"
"Michael Beasley","PF","2017-2018",29,0.5472,0.409642679900744,0.558089519650655,0.550922222222222,0.771388669301713,0.0040676637407967,0.211790486305676,0.385342114687755,0.0179640718562874,0.0499677567941041,0.207750601096862,0.376762480161316,0.0700801386997838,0.0930619427415247,0.0383379582298817,0.153310162891001,0.184815285376544,0.0495934736032522,0.0255566215635028,0.0227169969453359,0.0749516351911561,0.0999355135882082,0.479240662406075,"NYK"
"Michael Carter-Williams","PG","2017-2018",26,0.358771786833856,0.216395377751774,0.394166738567731,0.378861446670873,0.760729963094361,0.00494316032275003,0.135406709873127,0.376400780302189,0.0150306873977087,0.0709546093020048,0.123968852961088,0.295822221011452,0.0730588350925117,0.0977938690086142,0.0235770836773527,0.171992278468611,0.183477401354685,0.149018161592305,0.0433831605746499,0.0290189362270868,0.0801432781877245,0.119196674010195,0.354720831546876,"CHO"
"Michael Gbinije","SG","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"GSW"
"Michael Kidd-Gilchrist","SF","2017-2018",24,0.477003851267339,0.111,0.510621344206974,0.485877256401993,0.801805497536607,0.00778760024892446,0.139792355939869,0.292225976628137,0,0.00373858555087206,0.138382809933906,0.266682466499421,0.0678972239005198,0.0822902918095408,0.0613505378351967,0.18945929742545,0.259114294580441,0.0469942248212935,0.0405913217405403,0.0341430669886546,0.0265071434390018,0.0809356488363375,0.356125321795625,"CHO"
"Mike Conley","PG","2017-2018",30,0.438533072403345,0.411249650153932,0.481998072018155,0.520001017368686,0.868192513990325,0.00846877305497349,0.202580928765585,0.446533472903349,0.0775478086988175,0.190022573470629,0.126102949299703,0.235447833251057,0.135476747195192,0.154305650405117,0.0132619828284376,0.0887267077687497,0.105653930654873,0.187679828105231,0.0342859582554258,0.00884649849869816,0.0751805637674179,0.0480416650789792,0.62239619791973,"MEM"
"Mike James",NA,"2017-2018",NA,0.480216592535293,0.374650455927052,0.529835069690862,0.540548387096774,0.721353228092938,0.0071011861832328,0.15921776067965,0.331554059469424,0.0395159092730624,0.105474072293019,0.119672998316903,0.225868397852048,0.0962474953915205,0.133426304400096,0.0522016510379098,0.138312094253426,0.190260479281879,0.0765985413160215,0.0319147230904865,0.0241147711789693,0.0644930672437283,0.0807245331409793,0.45386551254308,"PHO"
"Mike Muscala","C","2017-2018",26,0.451272727272727,0.283863636363636,0.489931818181818,0.501613636363636,0.744636363636364,0.00643592941611234,0.17288713439799,0.380315808361744,0.0415395657635026,0.115018840839763,0.131706441772833,0.265476404091154,0.0853220886416652,0.111250672887134,0.0413601291943298,0.154315449488606,0.195585860398349,0.123272923021712,0.0343621029965907,0.0214426700161493,0.0660326574555894,0.0866678629104611,0.473443387762426,"ATL"
"Milos Teodosic",NA,"2017-2018",NA,0.447368421052632,0.391304347826087,0.533333333333333,0.558,0.84,0.00625,0.138211382113821,0.308943089430894,0.0731707317073171,0.186991869918699,0.0650406504065041,0.121951219512195,0.0853658536585366,0.101626016260163,0.0121951219512195,0.0813008130081301,0.0934959349593496,0.17479674796748,0.032520325203252,0.0040650406504065,0.0894308943089431,0.0975609756097561,0.430894308943089,"LAC"
"Milton Doyle",NA,"2017-2018",NA,0.44636678200692,0.361702127659574,0.487179487179487,0.508666666666667,0.71900826446281,0.00745257452574525,0.146590909090909,0.328409090909091,0.0386363636363636,0.106818181818182,0.107954545454546,0.221590909090909,0.0988636363636365,0.1375,0.0204545454545455,0.115909090909091,0.135227272727273,0.131818181818182,0.0420454545454545,0.0204545454545455,0.104545454545455,0.0863636363636364,0.430681818181818,"BRK"
"Mindaugas Kuzminskas","SF","2017-2018",28,0.436160460358056,0.304249124631487,0.516269597787833,0.516312011099366,0.801395335354202,0.00383380078274205,0.162228268188318,0.385463362596858,0.056168104825823,0.178513815962991,0.104489846175335,0.212906582637248,0.0468129244498455,0.0619795139587583,0.0420815873836008,0.0788404696179215,0.122573950837888,0.0706848138676211,0.0242104121323246,0.0166152729911119,0.0586373507649165,0.0891255375791625,0.406684454957155,"NYK"
"Mirza Teletovic","PF","2017-2018",32,0.377940397350993,0.307147699757869,0.471933962264151,0.498,0.863165680473373,0.00333489681050657,0.141618105434341,0.379466695455036,0.0857067510548523,0.267650726249452,0.0491092033601034,0.105616676317313,0.0275301021185795,0.0312754459989637,0.0115256293600243,0.131808278867102,0.133058476933458,0.0432098765432099,0.0119525045215066,0.0123456790123457,0.0277031922601543,0.0977202952511595,0.380833451586964,"MIL"
"Montrezl Harrell","C","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"LAC"
"Myles Turner","C","2017-2018",21,0.526753371868979,0.348,0.55448275862069,0.550252173913043,0.823318584070796,0.00917428861788618,0.198294006016936,0.389862083972923,0.0173082248684575,0.0545010920322766,0.176805225741065,0.330325834699267,0.0985340682219487,0.118378413348154,0.0442731258522776,0.181186871214275,0.216428089039554,0.0413624359173528,0.0304103666716244,0.0571264849139356,0.0467590857999251,0.0893195288099747,0.506087240396701,"IND"
"Naz Mitrou-Long",NA,"2017-2018",NA,0.46524064171123,0.389312977099237,0.642857142857143,0.599,0.789473684210526,0.00772357723577236,0.143092105263158,0.307565789473684,0.0838815789473684,0.215460526315789,0.0592105263157895,0.0921052631578947,0.0493421052631579,0.0625,0.0148026315789474,0.110197368421053,0.123355263157895,0.0773026315789474,0.0328947368421053,0.00164473684210526,0.0509868421052632,0.0690789473684211,0.414473684210526,"UTA"
"Nemanja Bjelica","PF","2017-2018",29,0.404537307852098,0.35681280181801,0.480114919508659,0.500686434803722,0.672962993494806,0.00456977739726027,0.116112244992931,0.284872475013985,0.0600175314489589,0.163959391150203,0.0653644986135899,0.134527124057518,0.0254927930493466,0.0349791817871227,0.0487453370300232,0.152933319229053,0.200414144228269,0.0642440320613454,0.0344611091733519,0.0163934426229508,0.0423214565105635,0.135867542913235,0.298586464420793,"MIN"
"Nene Hilario","C","2017-2018",35,0.626666394416394,0.333,0.646599941331769,0.643264227577402,0.615334241215031,0.00445201097824085,0.217795818985921,0.344694449100284,0,0.00558659217877095,0.214022707005534,0.329089890306743,0.0963137682723124,0.161927254417724,0.0851962139717579,0.153655658084108,0.22037345062649,0.0496415106175211,0.0463231591819119,0.037678374226293,0.05306799684572,0.121474030040329,0.53652345797348,"HOU"
"Nerlens Noel","C","2017-2018",23,0.595,0,0.606513944223108,0.574850597609562,0.711992592592593,0.00500435161009573,0.167322599435425,0.278759045832217,0,0,0.167322599435425,0.282127149140344,0.0689005453719133,0.095735494622027,0.0783786569902893,0.18397212543554,0.278668733175626,0.0514905149051491,0.0633915322759785,0.0548580567772891,0.0448838646359638,0.10941556660694,0.421199339812947,"DAL"
"Nick Collison","PF","2017-2018",37,0.565291866028708,0,0.594624535315985,0.55943023255814,0.673324742268041,0.00144892538034291,0.10703125,0.197596153846154,0,0.015625,0.10703125,0.181129807692308,0.0458705357142857,0.0611607142857143,0.0757181186868687,0.161771953405018,0.219184027777778,0.0751488095238095,0.0140277777777778,0.0133802816901408,0.0286931818181818,0.129631696428571,0.243687220982143,"OKC"
"Nick Young","SG","2017-2018",32,0.43,0.431456310679612,0.466424242424242,0.581783783783784,0.844155974842767,0.00532859999116296,0.1875,0.444141866960659,0.11558081260068,0.266724952155416,0.068086341374932,0.13540326040326,0.0567555147058824,0.0704656862745098,0.0189075630252101,0.0698529411764706,0.0920198961937716,0.041934081669181,0.0147058823529412,0.00489230952807112,0.0259004622074353,0.0950411581284065,0.550727032385988,"GSW"
"Nicolas Batum","SG","2017-2018",29,0.408664366237896,0.331375817160368,0.458857677695655,0.476464394026983,0.854852442626676,0.00800121674686135,0.165910109886527,0.400126716806211,0.0530547648823453,0.149794279171902,0.116399736829738,0.254250349377224,0.0788593773233827,0.0935030358997123,0.019129287676899,0.168151882154752,0.198378121065642,0.162866765265843,0.0350935872651101,0.0121711229946524,0.0679876137433632,0.0470487724403053,0.468894942288056,"CHO"
"Nicolas Brussino","SF","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"ATL"
