"Rk","Player","Class","Season","Pos","School","Conf","G","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","eFG%","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","PProd","ORtg","DRtg","OWS","DWS","WS","OBPM","DBPM","BPM"
"2535","Kentrall Brooks","JR","2015-16","F","Marist","MAAC","28","15.9","1.4","3.2","1.4","3.1","0.0","0.1","1.0","1.3","1.1","2.9","4.0","1.0","0.2","0.8","1.4","3.0","3.8","10.0",".497",".433","7.6","21.4","14.4","12.9","0.6","5.2","27.1","17.0","126","90.9","109.4","0.0","0.3","0.3","-5.9","0.7","-5.2"
"2536","Bryce Brown","FR","2015-16","G","Auburn","SEC","30","24.7","3.1","9.1","0.5","2.1","2.6","7.0","1.3","1.5","0.5","1.3","1.8","0.7","0.4","0.0","1.0","2.4","10.1","10.0",".510",".482","2.0","5.8","3.8","5.9","0.8","0.0","9.5","21.1","263","102.5","114.3","0.8","0.2","1.0","1.6","-3.0","-1.4"
"2537","Kyle Clark","FR","2015-16","F","Saint Mary's (CA)","WCC","34","17.4","1.4","3.2","0.6","1.0","0.8","2.1","1.0","1.4","0.5","1.8","2.3","0.4","0.2","0.2","0.8","1.9","4.6","10.0",".595",".565","3.9","11.6","8.1","3.4","0.9","1.1","17.7","15.1","140","107.7","101.7","0.7","0.9","1.5","1.1","0.5","1.6"
"2538","Montray Clemons","SR","2015-16","F","San Francisco","WCC","23","10.1","1.1","2.7","1.1","2.6","0.0","0.2","0.7","1.0","1.0","1.7","2.7","0.2","0.3","0.2","0.7","1.6","2.9","10.0",".450",".397","10.0","18.6","14.3","3.1","1.5","1.9","18.6","18.7","70","91.6","108.5","0.0","0.2","0.2","-5.5","-1.5","-6.9"
"2539","Dean Danos","JR","2015-16","G","Northern Kentucky","A-Sun","29","13.0","1.0","2.2","0.2","0.6","0.8","1.6","0.6","0.8","0.1","1.3","1.5","1.4","0.4","0.0","1.1","1.5","3.3","10.0",".637",".625","1.2","11.8","6.6","19.9","1.7","0.0","29.8","14.5","101","102.1","108.9","0.3","0.3","0.6","-1.1","-1.6","-2.7"
"2540","Joel Davis","FR","2015-16","G","Cornell","Ivy","24","9.5","0.8","2.3","0.5","1.8","0.3","0.6","1.0","1.5","0.6","1.0","1.7","0.5","0.4","0.4","0.8","1.1","2.7","10.0",".445",".375","6.9","12.0","9.4","9.7","2.2","4.0","21.5","20.0","73","86.1","107.6","-0.1","0.2","0.1","-5.6","0.2","-5.4"
"2541","Trey Davis","SR","2015-16","F","Richmond","A-10","32","29.5","1.9","4.5","1.5","3.1","0.4","1.4","0.8","1.8","0.7","3.1","3.8","3.3","1.2","0.3","1.3","2.7","5.1","10.0",".476",".476","2.7","12.2","7.5","17.7","2.3","0.9","19.3","11.7","211","101.3","107.2","0.6","0.9","1.5","-0.3","1.9","1.7"
"2542","Brady Ellingson","FR","2015-16","G","Iowa","Big Ten","27","9.1","1.0","2.3","0.6","0.6","0.4","1.6","0.3","0.4","0.1","0.6","0.7","0.4","0.2","0.0","0.4","0.8","2.8","10.0",".570",".557","0.9","6.8","3.9","8.6","1.2","0.0","14.3","15.4","65","106.9","106.7","0.3","0.2","0.5","2.1","0.1","2.2"
"2543","Jordon Granger","SR","2015-16","F","Auburn","SEC","31","21.5","1.6","3.6","0.7","0.9","0.9","2.7","0.7","1.1","0.4","1.8","2.3","0.6","0.6","0.5","0.5","1.9","4.7","10.0",".574",".558","2.0","9.2","5.4","5.3","1.5","2.3","9.8","10.2","134","115.5","110.2","0.7","0.5","1.2","0.6","1.5","2.1"
"2544","Trey Grundy","FR","2015-16","F","North Carolina-Wilmington","CAA","17","7.2","0.9","2.2","0.9","1.6","0.1","0.6","0.5","0.8","0.5","0.6","1.2","0.2","0.3","0.2","0.5","1.7","2.5","10.0",".470",".434","7.9","9.8","8.9","5.8","2.3","2.5","16.8","21.0","42","94.1","101.1","0.0","0.2","0.2","-2.7","0.5","-2.1"
"2545","Devonte Hampton","SR","2015-16","G","Alcorn State","SWAC","27","29.6","3.0","8.3","1.6","3.9","1.4","4.3","1.3","2.0","0.6","3.1","3.7","2.3","1.0","0.2","2.2","2.9","8.6","10.0",".469",".442","2.1","12.9","7.3","17.0","2.1","0.8","19.2","19.3","236","93.5","107.2","0.2","0.8","0.9","-2.4","-1.8","-4.2"
"2546","Lavar Harewood","FR","2015-16","G","Maine","AEC","28","14.4","1.5","4.7","0.8","2.6","0.7","2.1","1.4","2.0","0.5","2.1","2.5","0.9","0.8","0.3","1.2","1.9","5.1","10.0",".452",".393","3.2","16.5","9.4","10.8","2.8","1.6","17.4","21.3","141","88.4","108.7","-0.1","0.3","0.2","-4.8","-1.6","-6.4"
"2547","Jesse Hill","FR","2015-16","F","Florida Atlantic","CUSA","30","18.3","1.7","4.5","1.1","2.7","0.6","1.8","0.8","1.4","0.6","2.1","2.7","0.4","0.2","0.7","0.3","2.0","4.8","10.0",".460",".434","3.5","13.1","8.2","4.2","0.7","3.5","5.5","15.6","134","98.8","110.0","0.3","0.4","0.7","-3.8","-0.4","-4.2"
"2548","Isaac Humphries","FR","2015-16","F","Kentucky","SEC","23","9.1","0.7","1.8","0.7","1.8","0.0","0.0","0.5","0.7","0.9","1.6","2.4","0.1","0.1","0.7","0.4","2.0","1.9","10.0",".447",".390","11.2","18.2","14.9","1.5","0.6","7.6","17.2","13.7","49","98.6","97.1","0.1","0.4","0.5","-2.1","4.5","2.4"
"2549","Alex Illikainen","FR","2015-16","F","Wisconsin","Big Ten","33","9.8","0.8","1.9","0.5","1.1","0.3","0.8","0.3","0.5","0.5","1.0","1.5","0.4","0.2","0.1","0.3","1.0","2.2","10.0",".506",".484","5.8","12.5","9.1","8.0","1.0","1.0","13.6","13.3","73","107.3","103.3","0.3","0.4","0.8","0.1","2.1","2.2"
"2550","Todd Johnson","SR","2015-16","G","Northern Kentucky","A-Sun","20","12.7","0.9","2.4","0.3","0.6","0.6","1.8","0.3","0.5","0.2","0.9","1.1","1.5","0.6","0.1","0.7","1.4","2.7","10.0",".522",".511","1.8","7.6","4.8","20.6","2.5","0.4","20.1","12.9","62","104.2","108.6","0.2","0.2","0.4","-0.8","-1.4","-2.2"
"2551","Dequon Miller","JR","2015-16","G","Missouri State","MVC","32","34.7","4.1","11.5","2.3","6.1","1.8","5.5","2.7","3.8","0.5","2.6","3.1","3.0","0.6","0.0","2.6","2.0","12.7","10.0",".475",".435","1.7","8.6","5.0","18.6","0.9","0.0","16.1","23.1","397","93.1","111.1","0.2","0.7","0.9","-0.4","-2.7","-3.1"
"2552","Jaro Moravek","SO","2015-16","F","Troy","Sun Belt","30","11.1","0.8","2.3","0.3","0.7","0.4","1.6","0.4","0.6","0.7","1.2","1.9","0.3","0.4","0.3","0.4","1.2","2.3","10.0",".448",".421","6.9","11.6","9.2","5.8","2.1","2.8","12.3","13.2","75","98.7","106.9","0.2","0.3","0.5","-2.0","0.4","-1.6"
"2553","Papa Ndao","SR","2015-16","F","Saint Joseph's","A-10","30","19.9","1.6","4.4","0.4","0.9","1.2","3.5","0.4","0.6","0.5","2.7","3.2","1.0","0.5","0.5","0.9","2.5","4.9","10.0",".528",".515","3.0","14.3","8.9","8.5","1.4","2.8","16.2","14.0","144","101.5","100.3","0.4","1.0","1.4","1.0","3.2","4.1"
"2554","Michael Obacha","SR","2015-16","F","Appalachian State","Sun Belt","30","16.9","1.0","1.8","1.0","1.8","0.0","0.0","1.3","2.3","1.8","1.8","3.7","0.4","0.3","0.4","1.0","2.7","3.3","10.0",".573",".574","11.3","12.1","11.7","4.2","0.9","1.9","24.9","11.0","115","106.2","111.2","0.4","0.3","0.7","-1.8","0.5","-1.3"
"2555","Ryan Oliver","SR","2015-16","G","Siena","MAAC","34","24.3","2.6","6.4","1.1","2.7","1.5","3.7","0.6","1.0","0.6","2.3","2.9","1.3","0.4","0.0","1.2","2.0","7.3","10.0",".533",".528","3.0","10.3","6.8","9.7","1.0","0.0","14.7","15.6","231","108.8","107.4","1.0","0.8","1.8","0.1","-1.7","-1.5"
"2556","A.C. Reid","SO","2015-16","G","Liberty","Big South","32","23.3","2.7","7.4","0.8","1.8","1.9","5.5","0.6","0.8","0.2","2.6","2.8","1.5","0.6","0.1","1.5","2.2","7.8","10.0",".500",".487","1.2","14.3","7.9","13.6","1.7","0.7","16.5","22.2","234","91.4","106.7","0.0","0.7","0.8","-2.2","-2.2","-4.3"
"2557","Jason Richardson","FR","2015-16","G","Cal State Northridge","Big West","30","19.6","2.4","5.8","2.1","4.7","0.3","1.1","1.5","2.4","0.4","1.3","1.8","2.4","0.7","0.0","1.7","2.2","6.5","10.0",".470",".431","2.5","7.4","4.9","24.8","2.0","0.2","19.6","21.8","206","90.4","107.6","-0.1","0.5","0.5","-3.0","-2.5","-5.5"
"2558","Cody Schwartz","FR","2015-16","F","San Jose State","MWC","31","24.1","2.3","6.3","0.6","1.4","1.7","4.9","0.7","1.0","0.7","2.0","2.7","1.0","0.5","0.2","0.7","2.5","7.0","10.0",".521",".503","3.1","9.2","6.1","8.4","1.1","1.0","9.1","15.1","199","107.2","108.2","0.8","0.6","1.4","-0.1","-1.2","-1.3"
"2559","Branden Sheppard","FR","2015-16","F","Louisiana Tech","CUSA","31","13.3","1.1","1.7","1.1","1.7","0.0","0.0","0.1","0.6","1.1","1.4","2.4","0.3","0.3","0.2","0.5","1.4","2.4","10.0",".611",".673","8.7","10.9","9.8","3.3","1.3","1.7","21.9","9.0","81","110.3","101.6","0.4","0.6","1.0","-2.2","0.6","-1.6"
"2560","Matthew Temple","JR","2015-16","F","Texas Tech","Big 12","25","12.6","1.4","2.9","1.3","2.7","0.1","0.2","0.5","1.0","0.7","1.0","1.7","0.7","0.2","0.4","0.8","2.6","3.5","10.0",".518",".514","7.1","9.2","8.2","11.0","1.1","3.3","18.3","17.2","90","100.1","107.7","0.2","0.3","0.5","-0.3","2.1","1.8"
"2561","Derrick Woods","FR","2015-16","F","St. Bonaventure","A-10","30","13.1","1.4","2.5","1.4","2.4","0.0","0.0","0.7","1.0","0.8","1.5","2.4","0.1","0.1","0.6","1.0","2.3","3.5","10.0",".597",".568","7.2","12.8","10.1","1.4","0.6","4.8","24.6","14.9","101","99.7","107.2","0.2","0.4","0.6","-3.3","0.9","-2.4"
"2562","Ray Barreno","JR","2015-16","C","Portland","WCC","31","14.4","1.5","2.8","1.5","2.8","0.0","0.0","0.5","0.9","1.5","3.1","4.6","0.2","0.2","0.6","1.4","2.5","3.5","9.9",".538",".523","11.2","23.9","17.5","2.4","0.7","4.2","30.3","15.5","118","89.3","107.4","-0.1","0.4","0.3","-5.6","0.1","-5.5"
"2563","Ja'Donta Blakely","JR","2015-16","G","Prairie View","SWAC","28","14.8","0.9","2.3","0.8","2.0","0.1","0.3","0.4","0.8","0.5","1.6","2.1","1.3","1.1","0.3","0.8","2.5","2.3","9.9",".433",".415","3.6","13.4","8.2","18.6","4.5","1.9","22.7","11.7","78","88.2","98.6","-0.1","0.7","0.7","-4.5","2.6","-2.0"
"2564","Jordan Fox","FR","2015-16","G","Army","Patriot","33","12.2","0.9","2.3","0.7","1.5","0.2","0.8","0.5","0.6","0.2","0.9","1.1","2.2","0.5","0.1","1.2","1.4","2.6","9.9",".512",".467","1.8","7.9","4.8","31.3","2.1","0.4","30.9","14.5","117","98.0","104.1","0.2","0.5","0.7","-4.2","-2.1","-6.3"
"2565","Nahshon George","SR","2015-16","F","Idaho","Big Sky","33","13.6","1.5","3.6","1.5","3.6","0.0","0.0","1.2","1.9","1.5","2.7","4.1","0.4","0.4","0.1","1.6","2.6","4.3","9.9",".483",".432","13.2","23.0","18.2","6.6","1.6","1.2","26.4","22.7","151","87.1","96.4","-0.2","0.9","0.7","-6.9","0.0","-6.9"
"2566","Kendall Knorr","SR","2015-16","G","Navy","Patriot","32","13.9","1.2","3.2","0.6","1.3","0.5","2.0","0.2","0.2","0.3","1.6","1.9","1.1","0.6","0.0","0.6","1.5","3.0","9.9",".456",".442","2.7","13.4","8.1","15.2","2.8","0.3","14.6","14.5","100","98.1","98.3","0.2","0.8","1.0","-2.1","0.5","-1.6"
"2567","Francois Lewis","FR","2015-16","F","Florida A&M","MEAC","29","22.2","2.6","5.9","1.8","3.2","0.8","2.7","0.8","1.8","1.0","2.6","3.6","0.4","0.6","0.3","1.1","2.8","6.8","9.9",".503",".512","4.7","13.3","8.9","4.0","1.4","1.3","13.7","17.5","177","94.5","102.9","0.2","0.9","1.0","-5.0","-1.7","-6.7"
"2568","Austin Luke","SO","2015-16","G","Belmont","OVC","32","27.8","2.0","4.5","0.8","1.3","1.3","3.2","1.0","1.3","0.3","2.4","2.7","6.3","0.6","0.1","3.8","1.8","6.2","9.9",".611",".587","1.5","9.1","5.6","35.2","1.2","0.2","42.6","15.8","302","99.4","111.5","0.6","0.5","1.1","-0.9","-2.7","-3.6"
"2569","Dalique Mingo","SO","2015-16","G","Howard","MEAC","31","18.5","1.5","4.0","1.4","2.9","0.2","1.0","1.2","1.6","1.1","1.8","2.9","0.7","0.7","0.0","0.8","1.9","4.4","9.9",".461",".402","6.3","10.1","8.3","8.1","2.2","0.2","15.1","14.2","144","98.9","105.9","0.3","0.6","0.9","-3.5","-0.6","-4.2"
"2570","Jalen Poyser","FR","2015-16","G","Nevada-Las Vegas","MWC","33","16.2","1.8","4.7","1.1","2.9","0.6","1.8","1.2","1.8","0.5","1.5","2.1","1.1","0.5","0.0","1.1","1.5","5.4","9.9",".481",".442","3.6","9.9","6.7","12.6","1.8","0.2","16.4","19.4","177","95.4","102.1","0.2","0.8","1.0","-2.3","0.1","-2.2"
"2571","Zedric Sadler","SR","2015-16","G","Rider","MAAC","29","24.7","1.9","6.0","1.2","2.9","0.7","3.1","0.9","1.1","0.4","2.4","2.8","2.0","1.3","0.6","1.2","1.9","5.3","9.9",".408",".367","1.8","11.2","6.5","16.5","3.2","2.9","15.6","16.5","167","87.4","99.8","-0.2","1.2","1.0","-3.3","2.4","-0.9"
"2572","Isaiah Still","FR","2015-16","G","Robert Morris","NEC","29","30.3","2.9","8.2","1.8","4.5","1.1","3.7","3.0","4.4","0.6","3.1","3.8","1.6","0.6","0.2","1.7","2.3","9.9","9.9",".480",".418","2.3","11.7","6.9","11.1","1.1","0.9","14.3","20.1","276","94.6","106.9","0.3","0.9","1.1","-3.8","-2.2","-6.0"
"2573","Grant Verhoeven","SR","2015-16","C","Stanford","Pac-12","27","14.8","1.2","2.7","1.0","2.4","0.2","0.3","0.8","1.2","1.1","1.0","2.0","0.2","0.4","0.5","0.4","2.9","3.3","9.9",".510",".473","8.3","7.7","8.0","3.0","1.6","3.9","12.0","12.9","93","108.9","106.7","0.4","0.4","0.8","-0.3","2.7","2.4"
"2574","Denzell Watts","JR","2015-16","G","Alabama-Birmingham","CUSA","33","15.1","1.4","3.4","0.6","1.4","0.8","2.0","0.5","0.8","0.1","1.5","1.5","1.7","0.5","0.0","1.1","1.1","4.0","9.9",".533",".509","0.5","10.3","5.7","18.1","1.9","0.2","22.9","16.2","137","98.5","104.1","0.3","0.6","0.9","-1.5","-1.5","-3.0"
"2575","Matt Williams","JR","2015-16","G","Central Florida","AAC","30","25.9","2.7","7.4","0.9","1.8","1.8","5.6","0.8","1.1","0.4","2.2","2.6","0.9","0.4","0.0","0.8","1.5","8.1","9.9",".508",".489","1.8","8.7","5.4","6.9","1.0","0.1","9.5","17.1","214","104.8","109.8","0.8","0.6","1.3","1.0","-1.1","0.0"
"2576","Jamar Akoh","SO","2015-16","F","Cal State Fullerton","Big West","29","26.3","2.1","5.4","2.1","5.1","0.0","0.3","1.9","3.1","2.0","4.3","6.3","1.5","0.4","0.3","1.9","2.3","6.1","9.8",".444",".392","8.2","18.2","13.1","11.3","1.0","1.3","21.3","16.4","205","90.4","106.6","-0.1","0.8","0.7","-3.6","0.7","-2.8"
"2577","Darius Austin","SO","2015-16","G","Missouri-Kansas City","WAC","30","25.4","2.7","7.3","2.3","6.0","0.4","1.4","1.5","2.5","1.2","3.3","4.5","1.5","0.8","0.4","1.6","2.6","7.3","9.8",".427",".391","5.2","15.3","10.2","11.7","1.8","1.9","16.1","20.1","227","89.8","107.2","-0.1","0.7","0.6","-4.1","-0.1","-4.1"
"2578","Aaron Brennan","SO","2015-16","F","IUPUI","Summit","32","17.8","1.7","4.5","1.7","4.2","0.0","0.3","0.8","1.0","1.2","2.4","3.6","1.0","0.4","0.3","1.0","2.1","4.3","9.8",".432",".385","7.2","16.2","11.6","11.3","1.2","1.9","16.3","16.7","154","91.6","106.5","0.0","0.6","0.6","-4.4","1.0","-3.3"
"2579","Damon Collins","JR","2015-16","G","Howard","MEAC","30","33.1","3.5","9.4","3.2","7.8","0.4","1.7","2.6","3.6","0.9","3.7","4.5","2.1","1.1","0.2","2.5","2.0","10.1","9.8",".452",".394","2.8","11.5","7.2","13.3","1.9","0.5","18.1","19.4","304","90.2","106.0","-0.1","1.1","1.0","-4.8","-0.5","-5.3"
"2580","Khalen Cumberlander","JR","2015-16","G","Central Connecticut State","NEC","26","30.3","3.8","10.0","2.9","6.2","0.9","3.8","2.2","3.9","0.6","3.1","3.7","2.8","1.0","0.1","2.8","2.3","10.8","9.8",".453",".425","2.1","11.7","6.7","20.1","2.0","0.2","19.3","24.3","278","86.3","113.6","-0.5","0.3","-0.2","-3.7","-3.9","-7.6"
"2581","Sean Gardner","SR","2015-16","G","Arkansas State","Sun Belt","30","32.4","3.5","10.2","2.3","5.8","1.3","4.3","2.0","2.4","1.4","2.2","3.6","1.7","0.9","0.2","1.7","2.2","10.4","9.8",".458",".410","4.6","6.4","5.5","10.5","1.5","0.7","13.3","19.3","310","94.7","108.2","0.3","0.8","1.1","-1.5","-1.2","-2.7"
"2582","Uros Ljeskovic","SR","2015-16","F","Grand Canyon","WAC","22","7.2","1.0","2.1","1.0","2.1","0.0","0.0","0.2","0.8","0.7","0.4","1.1","0.1","0.3","0.1","0.4","1.6","2.3","9.8",".467",".500","11.3","6.3","8.7","2.5","2.2","1.4","12.8","19.4","50","95.2","99.5","0.1","0.3","0.3","-3.6","-0.1","-3.7"
"2583","Spencer Mathis","SO","2015-16","F","Northern Colorado","Big Sky","23","11.8","1.1","2.8","1.0","2.5","0.1","0.3","0.4","0.7","0.8","1.3","2.2","0.6","0.3","0.3","0.4","2.2","2.8","9.8",".450",".422","8.0","13.3","10.6","9.0","1.3","2.7","12.3","14.8","73","101.8","115.6","0.2","0.0","0.2","-2.9","-1.5","-4.5"
"2584","Tim Myles","JR","2015-16","F","Cal State Fullerton","Big West","29","12.8","0.6","1.4","0.6","1.4","0.0","0.0","0.6","1.3","1.7","2.6","4.2","0.3","0.4","0.2","0.8","2.4","1.9","9.8",".465",".450","13.9","22.2","18.0","5.1","1.7","1.8","27.5","10.6","77","96.0","102.6","0.1","0.5","0.6","-3.3","1.4","-1.9"
"2585","Ben Richardson","SO","2015-16","G","Loyola (IL)","MVC","31","23.8","1.5","4.1","0.4","1.5","1.2","2.6","0.5","0.5","0.2","1.7","1.9","1.7","1.0","0.2","0.8","2.3","4.7","9.8",".542",".520","0.8","9.0","4.9","14.3","2.6","0.8","16.2","11.9","149","104.2","99.8","0.5","1.2","1.8","0.2","2.1","2.2"
"2586","Christion Thompson","FR","2015-16","G","Rhode Island","A-10","29","18.1","1.2","3.4","0.5","1.3","0.7","2.1","0.8","1.4","0.8","1.9","2.7","1.1","0.6","0.1","0.8","2.3","3.9","9.8",".487",".459","5.2","12.8","8.9","11.3","2.1","0.8","17.0","14.2","125","101.6","100.1","0.4","0.9","1.2","0.6","2.1","2.6"
"2587","Brady Twombly","FR","2015-16","F","Northern Arizona","Big Sky","21","11.0","1.0","2.5","0.3","0.6","0.7","1.9","0.3","0.4","0.4","1.2","1.6","0.1","0.2","0.2","0.4","0.9","3.0","9.8",".556",".538","3.7","12.6","8.0","2.7","1.0","1.9","13.9","14.1","55","101.2","115.5","0.1","0.0","0.2","-3.3","-3.5","-6.8"
"2588","Shawn Valentine","SR","2015-16","F","Rider","MAAC","33","20.7","1.5","3.7","1.0","2.2","0.5","1.5","1.0","1.5","0.8","2.2","3.0","1.0","0.7","0.5","1.2","2.3","4.5","9.8",".513",".480","4.4","12.2","8.4","9.3","2.1","2.6","21.5","14.4","154","94.7","101.9","0.2","1.0","1.2","-2.9","1.8","-1.1"
"2589","Luuk van Bree","FR","2015-16","F","Bradley","MVC","30","27.0","3.0","7.8","1.5","3.7","1.5","4.2","1.0","1.5","1.3","3.3","4.6","0.9","0.6","0.4","1.7","3.8","8.4","9.8",".494",".477","5.6","14.6","10.0","8.9","1.3","1.8","16.9","20.1","239","91.3","104.2","0.0","1.0","1.0","-1.4","0.3","-1.0"
"2590","Tom Vodanovich","JR","2015-16","F","James Madison","CAA","31","24.7","2.5","4.7","2.3","3.8","0.2","0.9","1.1","1.8","1.3","3.1","4.4","0.9","0.2","0.2","1.5","3.1","6.2","9.8",".562",".545","6.0","13.3","9.8","6.8","0.5","0.9","21.1","14.5","197","102.7","102.9","0.6","1.0","1.7","-1.5","1.8","0.3"
"2591","Ta'Jon Welcome","SR","2015-16","G","Northwestern State","Southland","28","15.6","1.9","4.6","1.3","2.3","0.6","2.3","0.8","1.1","0.4","1.1","1.5","0.9","0.3","0.1","0.9","1.1","5.2","9.8",".506",".473","3.1","7.8","5.5","10.5","1.1","0.8","15.4","18.2","139","98.6","119.6","0.3","-0.1","0.2","-3.2","-4.5","-7.7"
"2592","C.J. Williams","JR","2015-16","F","Stephen F. Austin","Southland","31","9.6","0.9","2.0","0.9","2.0","0.0","0.0","0.6","1.2","0.7","2.0","2.7","1.0","0.3","0.0","0.9","1.5","2.4","9.8",".456",".435","8.6","24.7","16.5","16.6","1.5","0.4","25.9","17.7","91","91.6","90.5","0.0","0.8","0.8","-5.1","1.9","-3.2"
"2593","Bo Zeigler","SO","2015-16","F","South Florida","AAC","32","22.2","1.7","3.0","1.7","2.7","0.0","0.3","0.5","1.2","0.9","1.9","2.8","1.4","0.7","0.9","1.6","2.3","3.9","9.8",".550",".562","4.7","8.9","6.9","12.4","1.9","4.3","30.8","11.7","137","90.7","107.7","0.0","0.7","0.6","-2.0","3.4","1.4"
"2594","Eric Anderson","SO","2015-16","G","Yale","Ivy","21","7.4","0.8","1.8","0.6","1.4","0.1","0.4","0.3","0.5","0.3","1.0","1.3","0.2","0.2","0.1","0.4","0.7","2.0","9.7",".474",".461","5.3","14.6","10.0","5.8","1.9","1.4","17.2","16.6","39","94.7","96.2","0.0","0.3","0.4","-3.6","1.4","-2.2"
"2595","Jarriesse Blackmon","FR","2015-16","F","UC-Santa Barbara","Big West","24","9.0","0.6","2.3","0.5","1.8","0.1","0.5","0.3","0.4","0.7","1.7","2.4","0.3","0.3","0.3","0.2","0.7","1.6","9.7",".321",".286","8.9","20.5","14.8","6.4","1.9","4.6","7.6","15.5","47","84.7","94.6","-0.1","0.5","0.4","-5.2","3.6","-1.6"
"2596","Craig Bowman","SO","2015-16","G","Florida A&M","MEAC","29","26.4","2.9","8.8","1.8","5.0","1.1","3.8","2.6","3.9","0.5","2.4","3.0","1.8","1.3","0.1","2.3","2.3","9.6","9.7",".450",".396","2.1","10.6","6.2","16.1","2.8","0.3","17.6","24.2","272","85.9","101.7","-0.5","1.1","0.7","-5.2","-1.3","-6.5"
"2597","Filip Cvjeticanin","SR","2015-16","F","Florida Gulf Coast","A-Sun","32","14.6","1.5","4.1","0.1","0.4","1.3","3.7","0.1","0.3","0.2","1.5","1.7","0.4","0.2","0.1","0.4","0.8","4.4","9.7",".514",".519","1.7","10.4","6.3","4.3","0.9","0.5","8.7","15.8","121","106.4","104.4","0.5","0.6","1.0","-0.1","-2.1","-2.2"
"2598","Jason Dunne","FR","2015-16","G","Hartford","AEC","33","15.3","1.3","3.1","1.0","1.6","0.4","1.5","0.6","0.8","0.6","1.1","1.7","0.8","0.6","0.1","0.6","1.9","3.6","9.7",".518",".490","4.2","8.2","6.2","10.5","2.3","0.4","15.5","14.0","126","101.3","112.3","0.3","0.2","0.6","-2.5","-2.5","-5.0"
"2599","Malik Gill","SR","2015-16","G","Dartmouth","Ivy","24","17.5","1.2","3.7","0.8","2.0","0.5","1.7","1.1","1.9","0.1","1.2","1.3","2.8","1.6","0.0","2.0","1.7","4.0","9.7",".439",".392","0.8","8.3","4.5","28.6","5.3","0.3","30.5","18.5","117","82.4","98.2","-0.4","0.8","0.4","-3.8","1.1","-2.7"
"2600","Richaud Gittens","JR","2015-16","G","Weber State","Big Sky","35","17.8","1.5","4.1","0.6","1.5","0.9","2.6","0.5","0.8","0.2","1.9","2.1","1.3","0.7","0.1","0.9","1.4","4.4","9.7",".489",".472","1.2","11.6","6.9","13.0","2.2","0.3","16.1","15.5","158","97.4","97.7","0.3","1.2","1.4","-2.2","1.2","-1.0"
"2601","Josh Heath","JR","2015-16","G","Georgia Tech","ACC","34","17.6","0.9","2.4","0.8","1.9","0.1","0.5","0.7","0.9","0.3","0.8","1.1","2.8","0.6","0.1","0.9","1.6","2.7","9.7",".478",".414","2.1","4.9","3.5","25.7","1.9","0.3","24.0","10.5","132","108.8","110.2","0.6","0.4","1.0","0.6","1.0","1.7"
"2602","Ty Hudson","FR","2015-16","G","Clemson","ACC","23","7.6","0.8","2.3","0.3","0.8","0.5","1.5","0.2","0.5","0.0","0.4","0.4","0.5","0.2","0.0","0.2","0.8","2.4","9.7",".464",".463","0.0","6.0","3.0","12.8","1.8","0.0","6.3","19.7","50","101.6","106.7","0.2","0.2","0.3","0.7","-1.7","-1.0"
"2603","Mark Hughes","FR","2015-16","G","Wright State","Horizon","33","19.3","1.1","2.7","0.6","1.1","0.5","1.6","0.7","1.0","0.3","1.6","1.9","1.2","0.7","0.2","0.5","2.1","3.5","9.7",".559",".523","1.7","10.3","6.0","11.7","2.1","1.2","14.1","10.2","125","111.8","99.2","0.6","1.1","1.7","-0.8","2.5","1.8"
"2604","Jordan Hunter","FR","2015-16","G","New Mexico","MWC","28","9.0","0.8","1.9","0.5","1.0","0.4","0.9","0.3","0.4","0.1","0.8","0.9","1.1","0.5","0.0","0.9","0.8","2.3","9.7",".545",".528","1.5","9.7","6.0","22.3","3.1","0.0","31.0","16.2","70","91.4","102.8","0.0","0.3","0.3","-1.3","0.2","-1.1"
"2605","Chase Jeter","FR","2015-16","F","Duke","ACC","32","7.9","0.7","1.2","0.7","1.2","0.0","0.0","0.6","1.2","0.8","1.1","1.9","0.1","0.1","0.3","0.6","1.8","1.9","9.7",".558",".553","11.1","15.5","13.3","2.6","0.7","3.3","25.5","14.7","69","101.4","106.5","0.2","0.3","0.5","-1.4","1.7","0.3"
"2606","Aaron Jordan","FR","2015-16","G","Illinois","Big Ten","30","11.7","1.0","3.2","0.3","1.0","0.7","2.1","0.6","0.8","0.2","0.8","0.9","0.5","0.4","0.1","0.2","1.6","3.4","9.7",".486",".442","1.7","8.1","4.8","7.6","2.0","1.0","6.2","17.1","97","102.2","109.2","0.3","0.3","0.6","0.7","-0.1","0.6"
"2607","Tyler McCullough","JR","2015-16","C","Missouri State","MVC","28","7.4","0.6","1.4","0.6","1.4","0.0","0.0","0.3","0.4","0.8","1.0","1.8","0.2","0.1","0.5","0.5","1.5","1.5","9.7",".470",".436","12.1","15.1","13.6","4.8","0.8","7.4","23.9","14.3","49","91.0","104.0","0.0","0.3","0.3","-4.7","2.6","-2.1"
