"Date","pts_away","pts_home"
"Wed, Feb 19, 2014","91","104"
"Wed, Feb 19, 2014","98","91"
"Wed, Feb 19, 2014","94","100"
"Wed, Feb 19, 2014","111","109"
"Wed, Feb 19, 2014","101","92"
"Wed, Feb 19, 2014","94","92"
"Wed, Feb 19, 2014","105","99"
"Thu, Feb 20, 2014","99","102"
"Thu, Feb 20, 2014","101","90"
"Thu, Feb 20, 2014","103","81"
"Fri, Feb 21, 2014","87","90"
"Fri, Feb 21, 2014","89","117"
"Fri, Feb 21, 2014","107","115"
"Fri, Feb 21, 2014","92","101"
"Fri, Feb 21, 2014","96","102"
"Fri, Feb 21, 2014","121","129"
"Fri, Feb 21, 2014","124","112"
"Fri, Feb 21, 2014","85","106"
"Fri, Feb 21, 2014","94","102"
"Fri, Feb 21, 2014","91","98"
"Sat, Feb 22, 2014","98","107"
"Sat, Feb 22, 2014","89","92"
"Sat, Feb 22, 2014","113","102"
"Sat, Feb 22, 2014","86","93"
"Sat, Feb 22, 2014","110","100"
"Sat, Feb 22, 2014","98","105"
"Sat, Feb 22, 2014","121","104"
"Sat, Feb 22, 2014","93","94"
"Sun, Feb 23, 2014","96","83"
"Sun, Feb 23, 2014","109","95"
"Sun, Feb 23, 2014","108","102"
"Sun, Feb 23, 2014","79","93"
"Sun, Feb 23, 2014","125","117"
"Sun, Feb 23, 2014","115","112"
"Sun, Feb 23, 2014","97","108"
"Sun, Feb 23, 2014","90","105"
"Mon, Feb 24, 2014","104","96"
"Mon, Feb 24, 2014","123","110"
"Mon, Feb 24, 2014","110","108"
"Mon, Feb 24, 2014","130","110"
"Mon, Feb 24, 2014","98","110"
"Tue, Feb 25, 2014","107","103"
"Tue, Feb 25, 2014","99","93"
"Tue, Feb 25, 2014","100","95"
"Tue, Feb 25, 2014","98","118"
"Tue, Feb 25, 2014","110","101"
"Tue, Feb 25, 2014","129","103"
"Tue, Feb 25, 2014","106","115"
"Wed, Feb 26, 2014","104","115"
"Wed, Feb 26, 2014","83","103"
"Wed, Feb 26, 2014","89","108"
"Wed, Feb 26, 2014","93","101"
"Wed, Feb 26, 2014","103","108"
"Wed, Feb 26, 2014","114","104"
"Wed, Feb 26, 2014","101","90"
"Wed, Feb 26, 2014","80","124"
"Wed, Feb 26, 2014","110","120"
"Wed, Feb 26, 2014","86","109"
"Thu, Feb 27, 2014","112","89"
"Thu, Feb 27, 2014","96","101"
"Thu, Feb 27, 2014","82","108"
"Thu, Feb 27, 2014","134","129"
"Fri, Feb 28, 2014","79","99"
"Fri, Feb 28, 2014","100","91"
"Fri, Feb 28, 2014","122","126"
"Fri, Feb 28, 2014","126","103"
"Fri, Feb 28, 2014","107","113"
"Fri, Feb 28, 2014","104","116"
"Fri, Feb 28, 2014","82","92"
"Sat, Mar 1, 2014","102","97"
"Sat, Mar 1, 2014","110","118"
"Sat, Mar 1, 2014","76","108"
"Sat, Mar 1, 2014","96","110"
"Sat, Mar 1, 2014","98","112"
"Sat, Mar 1, 2014","107","98"
"Sat, Mar 1, 2014","122","103"
"Sat, Mar 1, 2014","96","102"
"Sat, Mar 1, 2014","108","97"
"Sun, Mar 2, 2014","90","109"
"Sun, Mar 2, 2014","91","94"
"Sun, Mar 2, 2014","99","116"
"Sun, Mar 2, 2014","81","92"
"Sun, Mar 2, 2014","120","129"
"Sun, Mar 2, 2014","106","112"
"Sun, Mar 2, 2014","98","104"
"Mon, Mar 3, 2014","80","96"
"Mon, Mar 3, 2014","132","128"
"Mon, Mar 3, 2014","85","96"
"Mon, Mar 3, 2014","107","124"
"Mon, Mar 3, 2014","88","114"
"Mon, Mar 3, 2014","107","106"
"Mon, Mar 3, 2014","89","96"
"Mon, Mar 3, 2014","110","104"
"Tue, Mar 4, 2014","122","101"
"Tue, Mar 4, 2014","103","106"
"Tue, Mar 4, 2014","98","96"
"Tue, Mar 4, 2014","132","125"
"Tue, Mar 4, 2014","92","125"
"Tue, Mar 4, 2014","104","96"
"Wed, Mar 5, 2014","108","88"
"Wed, Mar 5, 2014","94","103"
"Wed, Mar 5, 2014","87","109"
"Wed, Mar 5, 2014","110","115"
"Wed, Mar 5, 2014","105","94"
"Wed, Mar 5, 2014","116","102"
"Wed, Mar 5, 2014","118","106"
"Wed, Mar 5, 2014","101","89"
"Wed, Mar 5, 2014","78","102"
"Wed, Mar 5, 2014","91","104"
"Thu, Mar 6, 2014","142","94"
"Thu, Mar 6, 2014","122","128"
"Thu, Mar 6, 2014","87","111"
"Fri, Mar 7, 2014","84","91"
"Fri, Mar 7, 2014","92","101"
"Fri, Mar 7, 2014","85","77"
"Fri, Mar 7, 2014","98","103"
"Fri, Mar 7, 2014","126","134"
"Fri, Mar 7, 2014","97","111"
"Fri, Mar 7, 2014","86","112"
"Fri, Mar 7, 2014","101","114"
"Fri, Mar 7, 2014","104","112"
"Fri, Mar 7, 2014","81","108"
"Fri, Mar 7, 2014","87","99"
"Sat, Mar 8, 2014","107","97"
"Sat, Mar 8, 2014","108","109"
"Sat, Mar 8, 2014","89","111"
"Sat, Mar 8, 2014","114","107"
"Sat, Mar 8, 2014","104","92"
"Sat, Mar 8, 2014","112","121"
"Sun, Mar 9, 2014","111","118"
"Sun, Mar 9, 2014","89","104"
"Sun, Mar 9, 2014","88","95"
"Sun, Mar 9, 2014","94","105"
"Sun, Mar 9, 2014","107","113"
"Sun, Mar 9, 2014","113","118"
"Sun, Mar 9, 2014","110","114"
"Sun, Mar 9, 2014","111","104"
"Sun, Mar 9, 2014","107","111"
"Mon, Mar 10, 2014","97","101"
"Mon, Mar 10, 2014","98","105"
"Mon, Mar 10, 2014","105","112"
"Mon, Mar 10, 2014","90","99"
"Mon, Mar 10, 2014","98","105"
"Mon, Mar 10, 2014","110","123"
"Mon, Mar 10, 2014","112","110"
"Tue, Mar 11, 2014","104","96"
"Tue, Mar 11, 2014","89","99"
"Tue, Mar 11, 2014","85","108"
"Tue, Mar 11, 2014","83","94"
"Tue, Mar 11, 2014","99","109"
"Tue, Mar 11, 2014","101","112"
"Tue, Mar 11, 2014","98","106"
"Wed, Mar 12, 2014","116","92"
"Wed, Mar 12, 2014","98","111"
"Wed, Mar 12, 2014","96","95"
"Wed, Mar 12, 2014","90","88"
"Wed, Mar 12, 2014","120","112"
"Wed, Mar 12, 2014","115","98"
"Wed, Mar 12, 2014","110","101"
"Wed, Mar 12, 2014","90","103"
"Wed, Mar 12, 2014","87","101"
"Wed, Mar 12, 2014","108","101"
"Wed, Mar 12, 2014","98","85"
"Thu, Mar 13, 2014","97","102"
"Thu, Mar 13, 2014","87","111"
"Thu, Mar 13, 2014","102","131"
"Fri, Mar 14, 2014","87","80"
"Fri, Mar 14, 2014","93","105"
"Fri, Mar 14, 2014","103","94"
"Fri, Mar 14, 2014","111","107"
"Fri, Mar 14, 2014","111","103"
"Fri, Mar 14, 2014","105","101"
"Fri, Mar 14, 2014","101","94"
"Fri, Mar 14, 2014","85","119"
"Fri, Mar 14, 2014","86","99"
"Fri, Mar 14, 2014","96","87"
"Sat, Mar 15, 2014","92","97"
"Sat, Mar 15, 2014","87","94"
"Sat, Mar 15, 2014","112","104"
"Sat, Mar 15, 2014","94","115"
"Sat, Mar 15, 2014","103","77"
"Sat, Mar 15, 2014","94","101"
"Sun, Mar 16, 2014","80","102"
"Sun, Mar 16, 2014","104","113"
"Sun, Mar 16, 2014","101","92"
"Sun, Mar 16, 2014","102","104"
"Sun, Mar 16, 2014","120","121"
"Sun, Mar 16, 2014","109","86"
"Sun, Mar 16, 2014","113","112"
"Sun, Mar 16, 2014","104","122"
"Sun, Mar 16, 2014","121","113"
"Mon, Mar 17, 2014","95","108"
"Mon, Mar 17, 2014","97","83"
"Mon, Mar 17, 2014","97","85"
"Mon, Mar 17, 2014","89","94"
"Mon, Mar 17, 2014","100","110"
"Mon, Mar 17, 2014","86","124"
"Mon, Mar 17, 2014","90","99"
"Tue, Mar 18, 2014","113","118"
"Tue, Mar 18, 2014","100","96"
"Tue, Mar 18, 2014","89","103"
"Tue, Mar 18, 2014","115","120"
"Tue, Mar 18, 2014","111","117"
"Wed, Mar 19, 2014","96","101"
"Wed, Mar 19, 2014","99","104"
"Wed, Mar 19, 2014","123","122"
"Wed, Mar 19, 2014","109","118"
"Wed, Mar 19, 2014","125","109"
"Wed, Mar 19, 2014","86","96"
"Wed, Mar 19, 2014","107","100"
"Wed, Mar 19, 2014","86","92"
"Wed, Mar 19, 2014","102","94"
"Wed, Mar 19, 2014","93","109"
"Thu, Mar 20, 2014","102","95"
"Thu, Mar 20, 2014","110","115"
"Thu, Mar 20, 2014","106","129"
"Thu, Mar 20, 2014","103","116"
"Fri, Mar 21, 2014","111","105"
"Fri, Mar 21, 2014","98","114"
"Fri, Mar 21, 2014","106","122"
"Fri, Mar 21, 2014","79","91"
"Fri, Mar 21, 2014","117","107"
"Fri, Mar 21, 2014","86","91"
"Fri, Mar 21, 2014","93","92"
"Fri, Mar 21, 2014","92","98"
"Fri, Mar 21, 2014","99","79"
"Fri, Mar 21, 2014","119","118"
"Sat, Mar 22, 2014","94","124"
"Sat, Mar 22, 2014","81","91"
"Sat, Mar 22, 2014","118","111"
"Sat, Mar 22, 2014","99","90"
"Sat, Mar 22, 2014","103","112"
"Sat, Mar 22, 2014","71","82"
"Sat, Mar 22, 2014","95","105"
"Sat, Mar 22, 2014","88","89"
"Sun, Mar 23, 2014","107","104"
"Sun, Mar 23, 2014","102","105"
"Sun, Mar 23, 2014","94","103"
"Sun, Mar 23, 2014","127","120"
"Sun, Mar 23, 2014","106","100"
"Sun, Mar 23, 2014","107","124"
"Sun, Mar 23, 2014","86","96"
"Mon, Mar 24, 2014","102","95"
"Mon, Mar 24, 2014","100","89"
"Mon, Mar 24, 2014","77","89"
"Mon, Mar 24, 2014","98","106"
"Mon, Mar 24, 2014","92","109"
"Mon, Mar 24, 2014","91","93"
"Mon, Mar 24, 2014","104","109"
"Mon, Mar 24, 2014","96","117"
"Mon, Mar 24, 2014","91","113"
"Mon, Mar 24, 2014","114","94"
"Tue, Mar 25, 2014","100","102"
"Tue, Mar 25, 2014","119","128"
"Tue, Mar 25, 2014","96","127"
"Tue, Mar 25, 2014","85","95"
"Wed, Mar 26, 2014","99","90"
"Wed, Mar 26, 2014","111","116"
"Wed, Mar 26, 2014","97","96"
"Wed, Mar 26, 2014","83","84"
"Wed, Mar 26, 2014","83","107"
"Wed, Mar 26, 2014","96","98"
"Wed, Mar 26, 2014","107","99"
"Wed, Mar 26, 2014","103","108"
"Wed, Mar 26, 2014","91","87"
"Wed, Mar 26, 2014","99","93"
"Thu, Mar 27, 2014","100","85"
"Thu, Mar 27, 2014","109","103"
"Thu, Mar 27, 2014","98","120"
"Thu, Mar 27, 2014","105","108"
"Fri, Mar 28, 2014","97","108"
"Fri, Mar 28, 2014","91","74"
"Fri, Mar 28, 2014","133","102"
"Fri, Mar 28, 2014","110","78"
"Fri, Mar 28, 2014","93","100"
"Fri, Mar 28, 2014","107","143"
"Fri, Mar 28, 2014","95","102"
"Fri, Mar 28, 2014","81","94"
"Fri, Mar 28, 2014","105","110"
"Fri, Mar 28, 2014","88","112"
"Fri, Mar 28, 2014","103","105"
"Fri, Mar 28, 2014","78","91"
"Sat, Mar 29, 2014","100","103"
"Sat, Mar 29, 2014","118","107"
"Sat, Mar 29, 2014","88","67"
"Sat, Mar 29, 2014","98","123"
"Sat, Mar 29, 2014","80","96"
"Sat, Mar 29, 2014","97","101"
"Sun, Mar 30, 2014","107","102"
"Sun, Mar 30, 2014","99","114"
"Sun, Mar 30, 2014","76","90"
"Sun, Mar 30, 2014","89","84"
"Sun, Mar 30, 2014","99","115"
"Sun, Mar 30, 2014","96","116"
"Sun, Mar 30, 2014","98","93"
"Sun, Mar 30, 2014","98","105"
"Mon, Mar 31, 2014","95","103"
"Mon, Mar 31, 2014","94","100"
"Mon, Mar 31, 2014","80","94"
"Mon, Mar 31, 2014","94","92"
"Mon, Mar 31, 2014","111","116"
"Mon, Mar 31, 2014","103","77"
"Mon, Mar 31, 2014","83","93"
"Mon, Mar 31, 2014","114","104"
"Mon, Mar 31, 2014","102","97"
"Mon, Mar 31, 2014","92","83"
"Tue, Apr 1, 2014","96","105"
"Tue, Apr 1, 2014","122","120"
"Tue, Apr 1, 2014","124","112"
"Wed, Apr 2, 2014","105","92"
"Wed, Apr 2, 2014","107","137"
"Wed, Apr 2, 2014","94","101"
"Wed, Apr 2, 2014","77","96"
"Wed, Apr 2, 2014","88","102"
"Wed, Apr 2, 2014","81","110"
"Wed, Apr 2, 2014","119","98"
"Wed, Apr 2, 2014","123","93"
"Wed, Apr 2, 2014","112","108"
"Wed, Apr 2, 2014","102","107"
"Wed, Apr 2, 2014","90","111"
"Wed, Apr 2, 2014","103","107"
"Wed, Apr 2, 2014","92","118"
"Thu, Apr 3, 2014","113","107"
"Thu, Apr 3, 2014","94","106"
"Fri, Apr 4, 2014","98","117"
"Fri, Apr 4, 2014","111","102"
"Fri, Apr 4, 2014","104","116"
"Fri, Apr 4, 2014","80","91"
"Fri, Apr 4, 2014","90","102"
"Fri, Apr 4, 2014","69","102"
"Fri, Apr 4, 2014","107","111"
"Fri, Apr 4, 2014","107","95"
"Fri, Apr 4, 2014","92","100"
"Fri, Apr 4, 2014","122","121"
"Fri, Apr 4, 2014","90","89"
"Fri, Apr 4, 2014","109","93"
"Fri, Apr 4, 2014","94","102"
"Fri, Apr 4, 2014","96","100"
"Sat, Apr 5, 2014","96","94"
"Sat, Apr 5, 2014","111","115"
"Sat, Apr 5, 2014","102","98"
"Sat, Apr 5, 2014","92","100"
"Sat, Apr 5, 2014","105","101"
"Sat, Apr 5, 2014","96","78"
"Sun, Apr 6, 2014","102","130"
"Sun, Apr 6, 2014","125","130"
"Sun, Apr 6, 2014","107","88"
"Sun, Apr 6, 2014","97","120"
"Sun, Apr 6, 2014","91","102"
"Sun, Apr 6, 2014","115","122"
"Sun, Apr 6, 2014","94","100"
"Sun, Apr 6, 2014","93","91"
"Sun, Apr 6, 2014","92","112"
"Tue, Apr 8, 2014","102","95"
"Tue, Apr 8, 2014","145","130"
"Tue, Apr 8, 2014","88","87"
"Tue, Apr 8, 2014","91","110"
"Tue, Apr 8, 2014","107","92"
"Tue, Apr 8, 2014","95","83"
"Wed, Apr 9, 2014","97","105"
"Wed, Apr 9, 2014","100","122"
"Wed, Apr 9, 2014","116","123"
"Wed, Apr 9, 2014","107","101"
"Wed, Apr 9, 2014","102","107"
"Wed, Apr 9, 2014","104","102"
"Wed, Apr 9, 2014","102","87"
"Wed, Apr 9, 2014","94","88"
"Wed, Apr 9, 2014","111","115"
"Wed, Apr 9, 2014","99","100"
"Wed, Apr 9, 2014","114","125"
"Wed, Apr 9, 2014","94","88"
"Thu, Apr 10, 2014","109","100"
"Thu, Apr 10, 2014","100","99"
"Fri, Apr 11, 2014","103","106"
"Fri, Apr 11, 2014","93","88"
"Fri, Apr 11, 2014","98","106"
"Fri, Apr 11, 2014","112","95"
"Fri, Apr 11, 2014","95","117"
"Fri, Apr 11, 2014","86","98"
"Fri, Apr 11, 2014","116","119"
"Fri, Apr 11, 2014","110","112"
"Fri, Apr 11, 2014","94","116"
"Fri, Apr 11, 2014","96","86"
"Fri, Apr 11, 2014","104","112"
"Fri, Apr 11, 2014","108","100"
"Fri, Apr 11, 2014","111","99"
"Sat, Apr 12, 2014","85","98"
"Sat, Apr 12, 2014","105","111"
"Sat, Apr 12, 2014","111","99"
"Sat, Apr 12, 2014","98","101"
"Sat, Apr 12, 2014","94","101"
"Sat, Apr 12, 2014","104","111"
"Sat, Apr 12, 2014","101","117"
"Sat, Apr 12, 2014","91","104"
"Sun, Apr 13, 2014","88","97"
"Sun, Apr 13, 2014","116","107"
"Sun, Apr 13, 2014","97","102"
"Sun, Apr 13, 2014","102","90"
"Sun, Apr 13, 2014","89","100"
"Sun, Apr 13, 2014","117","119"
"Sun, Apr 13, 2014","103","106"
"Mon, Apr 14, 2014","95","93"
"Mon, Apr 14, 2014","95","108"
"Mon, Apr 14, 2014","120","130"
"Mon, Apr 14, 2014","98","104"
"Mon, Apr 14, 2014","89","101"
"Mon, Apr 14, 2014","108","113"
"Mon, Apr 14, 2014","97","91"
"Mon, Apr 14, 2014","100","110"
"Mon, Apr 14, 2014","119","104"
"Mon, Apr 14, 2014","93","114"
"Tue, Apr 15, 2014","109","98"
"Tue, Apr 15, 2014","105","117"
"Wed, Apr 16, 2014","118","102"
"Wed, Apr 16, 2014","86","91"
"Wed, Apr 16, 2014","85","114"
"Wed, Apr 16, 2014","116","112"
"Wed, Apr 16, 2014","105","106"
"Wed, Apr 16, 2014","100","87"
"Wed, Apr 16, 2014","111","103"
"Wed, Apr 16, 2014","136","130"
"Wed, Apr 16, 2014","100","105"
"Wed, Apr 16, 2014","92","95"
"Wed, Apr 16, 2014","111","112"
"Wed, Apr 16, 2014","101","86"
"Wed, Apr 16, 2014","104","110"
"Wed, Apr 16, 2014","104","99"
"Wed, Apr 16, 2014","113","100"
"Playoffs","Playoffs","Playoffs"
"Sat, Apr 19, 2014","101","93"
"Sat, Apr 19, 2014","109","105"
"Sat, Apr 19, 2014","86","100"
"Sat, Apr 19, 2014","94","87"
"Sun, Apr 20, 2014","102","93"
"Sun, Apr 20, 2014","122","120"
"Sun, Apr 20, 2014","88","99"
"Sun, Apr 20, 2014","85","90"
"Mon, Apr 21, 2014","98","138"
"Mon, Apr 21, 2014","111","105"
"Tue, Apr 22, 2014","101","99"
"Tue, Apr 22, 2014","85","101"
"Tue, Apr 22, 2014","95","100"
"Wed, Apr 23, 2014","112","105"
"Wed, Apr 23, 2014","97","101"
"Wed, Apr 23, 2014","113","92"
"Thu, Apr 24, 2014","85","98"
"Thu, Apr 24, 2014","98","96"
"Thu, Apr 24, 2014","95","98"
"Fri, Apr 25, 2014","98","102"
"Fri, Apr 25, 2014","121","116"
"Fri, Apr 25, 2014","100","97"
"Sat, Apr 26, 2014","91","88"
"Sat, Apr 26, 2014","98","85"
"Sat, Apr 26, 2014","108","109"
"Sat, Apr 26, 2014","92","89"
"Sun, Apr 27, 2014","87","79"
"Sun, Apr 27, 2014","97","118"
"Sun, Apr 27, 2014","120","123"
"Sun, Apr 27, 2014","89","98"
"Mon, Apr 28, 2014","109","98"
"Mon, Apr 28, 2014","93","89"
"Mon, Apr 28, 2014","107","97"
"Tue, Apr 29, 2014","75","69"
"Tue, Apr 29, 2014","103","113"
"Tue, Apr 29, 2014","100","99"
"Wed, Apr 30, 2014","98","108"
"Wed, Apr 30, 2014","103","109"
"Wed, Apr 30, 2014","113","115"
"Thu, May 1, 2014","95","88"
"Thu, May 1, 2014","99","100"
"Thu, May 1, 2014","104","84"
"Fri, May 2, 2014","83","97"
"Fri, May 2, 2014","111","113"
"Fri, May 2, 2014","98","99"
"Sat, May 3, 2014","80","92"
"Sat, May 3, 2014","121","126"
"Sat, May 3, 2014","109","120"
"Sun, May 4, 2014","96","119"
"Sun, May 4, 2014","104","103"
"Mon, May 5, 2014","102","96"
"Mon, May 5, 2014","122","105"
"Tue, May 6, 2014","86","107"
"Tue, May 6, 2014","92","116"
"Wed, May 7, 2014","82","86"
"Wed, May 7, 2014","101","112"
"Thu, May 8, 2014","82","94"
"Thu, May 8, 2014","97","114"
"Fri, May 9, 2014","118","112"
"Fri, May 9, 2014","85","63"
"Sat, May 10, 2014","90","104"
"Sat, May 10, 2014","118","103"
"Sun, May 11, 2014","99","101"
"Sun, May 11, 2014","95","92"
"Mon, May 12, 2014","102","96"
"Mon, May 12, 2014","92","103"
"Tue, May 13, 2014","102","79"
"Tue, May 13, 2014","104","105"
"Wed, May 14, 2014","94","96"
"Wed, May 14, 2014","82","104"
"Thu, May 15, 2014","104","98"
"Thu, May 15, 2014","93","80"
"Sun, May 18, 2014","96","107"
"Mon, May 19, 2014","105","122"
"Tue, May 20, 2014","87","83"
"Wed, May 21, 2014","77","112"
"Sat, May 24, 2014","87","99"
"Sun, May 25, 2014","97","106"
"Mon, May 26, 2014","90","102"
"Tue, May 27, 2014","92","105"
"Wed, May 28, 2014","90","93"
"Thu, May 29, 2014","89","117"
"Fri, May 30, 2014","92","117"
"Sat, May 31, 2014","112","107"
"Thu, Jun 5, 2014","95","110"
"Sun, Jun 8, 2014","98","96"
"Tue, Jun 10, 2014","111","92"
"Thu, Jun 12, 2014","107","86"
"Sun, Jun 15, 2014","87","104"
"Tue, Oct 28, 2014","108","90"
"Tue, Oct 28, 2014","84","101"
"Tue, Oct 28, 2014","100","101"
"Wed, Oct 29, 2014","105","121"
"Wed, Oct 29, 2014","106","108"
"Wed, Oct 29, 2014","79","89"
"Wed, Oct 29, 2014","91","103"
"Wed, Oct 29, 2014","101","105"
"Wed, Oct 29, 2014","95","107"
"Wed, Oct 29, 2014","104","80"
"Wed, Oct 29, 2014","99","119"
"Wed, Oct 29, 2014","89","106"
"Wed, Oct 29, 2014","95","77"
"Wed, Oct 29, 2014","102","109"
"Wed, Oct 29, 2014","104","93"
"Thu, Oct 30, 2014","95","90"
"Thu, Oct 30, 2014","102","120"
"Thu, Oct 30, 2014","90","93"
"Thu, Oct 30, 2014","91","97"
"Thu, Oct 30, 2014","105","98"
"Fri, Oct 31, 2014","114","108"
"Fri, Oct 31, 2014","97","89"
"Fri, Oct 31, 2014","118","111"
"Fri, Oct 31, 2014","81","93"
"Fri, Oct 31, 2014","89","94"
"Fri, Oct 31, 2014","94","103"
"Sat, Nov 1, 2014","92","102"
"Sat, Nov 1, 2014","71","69"
"Sat, Nov 1, 2014","102","90"
"Sat, Nov 1, 2014","104","127"
"Sat, Nov 1, 2014","90","104"
"Sat, Nov 1, 2014","106","105"
"Sat, Nov 1, 2014","109","104"
"Sat, Nov 1, 2014","91","102"
"Sat, Nov 1, 2014","108","95"
"Sat, Nov 1, 2014","114","96"
"Sat, Nov 1, 2014","91","118"
"Sat, Nov 1, 2014","97","108"
"Sun, Nov 2, 2014","98","92"
"Sun, Nov 2, 2014","102","107"
"Sun, Nov 2, 2014","93","96"
"Sun, Nov 2, 2014","95","90"
"Mon, Nov 3, 2014","85","116"
"Mon, Nov 3, 2014","113","118"
"Mon, Nov 3, 2014","110","105"
"Mon, Nov 3, 2014","101","107"
"Mon, Nov 3, 2014","81","93"
"Mon, Nov 3, 2014","104","93"
"Tue, Nov 4, 2014","90","98"
"Tue, Nov 4, 2014","87","81"
"Tue, Nov 4, 2014","112","106"
"Tue, Nov 4, 2014","108","91"
"Tue, Nov 4, 2014","91","100"
"Tue, Nov 4, 2014","98","83"
"Tue, Nov 4, 2014","82","101"
"Tue, Nov 4, 2014","88","100"
"Wed, Nov 5, 2014","110","107"
"Wed, Nov 5, 2014","98","91"
"Wed, Nov 5, 2014","89","96"
"Wed, Nov 5, 2014","95","98"
"Wed, Nov 5, 2014","104","121"
"Wed, Nov 5, 2014","95","86"
"Wed, Nov 5, 2014","91","89"
"Wed, Nov 5, 2014","102","91"
"Wed, Nov 5, 2014","109","131"
"Wed, Nov 5, 2014","92","94"
"Wed, Nov 5, 2014","100","102"
"Wed, Nov 5, 2014","94","96"
"Thu, Nov 6, 2014","81","98"
"Thu, Nov 6, 2014","87","108"
"Fri, Nov 7, 2014","98","101"
"Fri, Nov 7, 2014","99","110"
"Fri, Nov 7, 2014","119","122"
"Fri, Nov 7, 2014","110","101"
"Fri, Nov 7, 2014","95","98"
"Fri, Nov 7, 2014","91","89"
"Fri, Nov 7, 2014","103","112"
"Fri, Nov 7, 2014","118","115"
"Fri, Nov 7, 2014","114","112"
"Fri, Nov 7, 2014","84","103"
"Fri, Nov 7, 2014","105","82"
"Sat, Nov 8, 2014","96","103"
"Sat, Nov 8, 2014","106","101"
"Sat, Nov 8, 2014","98","87"
"Sat, Nov 8, 2014","97","90"
"Sat, Nov 8, 2014","102","106"
"Sat, Nov 8, 2014","92","102"
"Sat, Nov 8, 2014","92","93"
"Sat, Nov 8, 2014","100","99"
"Sun, Nov 9, 2014","96","104"
"Sun, Nov 9, 2014","105","96"
"Sun, Nov 9, 2014","97","96"
"Sun, Nov 9, 2014","92","107"
"Sun, Nov 9, 2014","93","101"
"Sun, Nov 9, 2014","95","107"
"Sun, Nov 9, 2014","100","116"
"Sun, Nov 9, 2014","88","120"
"Mon, Nov 10, 2014","91","102"
"Mon, Nov 10, 2014","111","118"
"Mon, Nov 10, 2014","86","97"
"Mon, Nov 10, 2014","89","85"
"Mon, Nov 10, 2014","91","85"
"Tue, Nov 11, 2014","98","106"
"Tue, Nov 11, 2014","113","100"
"Tue, Nov 11, 2014","102","107"
"Tue, Nov 11, 2014","78","85"
"Tue, Nov 11, 2014","100","102"
"Tue, Nov 11, 2014","100","104"
"Wed, Nov 12, 2014","97","100"
"Wed, Nov 12, 2014","109","94"
"Wed, Nov 12, 2014","130","113"
"Wed, Nov 12, 2014","81","75"
"Wed, Nov 12, 2014","113","101"
"Wed, Nov 12, 2014","102","109"
"Wed, Nov 12, 2014","97","95"
"Wed, Nov 12, 2014","104","112"
"Wed, Nov 12, 2014","103","107"
"Thu, Nov 13, 2014","70","123"
"Thu, Nov 13, 2014","99","107"
"Thu, Nov 13, 2014","110","111"
"Thu, Nov 13, 2014","100","93"
"Fri, Nov 14, 2014","103","114"
"Fri, Nov 14, 2014","122","121"
"Fri, Nov 14, 2014","87","88"
"Fri, Nov 14, 2014","108","87"
"Fri, Nov 14, 2014","93","80"
"Fri, Nov 14, 2014","91","139"
"Fri, Nov 14, 2014","102","100"
"Fri, Nov 14, 2014","96","89"
"Fri, Nov 14, 2014","85","101"
"Fri, Nov 14, 2014","103","95"
"Sat, Nov 15, 2014","99","90"
"Sat, Nov 15, 2014","94","127"
"Sat, Nov 15, 2014","117","131"
"Sat, Nov 15, 2014","87","112"
"Sat, Nov 15, 2014","107","120"
"Sat, Nov 15, 2014","88","95"
"Sat, Nov 15, 2014","87","97"
"Sat, Nov 15, 2014","91","94"
"Sat, Nov 15, 2014","93","111"
"Sat, Nov 15, 2014","93","98"
"Sun, Nov 16, 2014","136","115"
"Sun, Nov 16, 2014","91","84"
"Sun, Nov 16, 2014","93","109"
"Sun, Nov 16, 2014","69","65"
"Mon, Nov 17, 2014","118","114"
"Mon, Nov 17, 2014","95","83"
"Mon, Nov 17, 2014","107","80"
"Mon, Nov 17, 2014","106","97"
"Mon, Nov 17, 2014","107","93"
"Mon, Nov 17, 2014","105","89"
"Mon, Nov 17, 2014","93","119"
"Mon, Nov 17, 2014","93","102"
"Mon, Nov 17, 2014","75","100"
"Tue, Nov 18, 2014","114","109"
"Tue, Nov 18, 2014","113","117"
"Tue, Nov 18, 2014","106","100"
"Tue, Nov 18, 2014","81","98"
"Wed, Nov 19, 2014","122","118"
"Wed, Nov 19, 2014","92","90"
"Wed, Nov 19, 2014","100","107"
"Wed, Nov 19, 2014","88","86"
"Wed, Nov 19, 2014","98","92"
"Wed, Nov 19, 2014","86","88"
"Wed, Nov 19, 2014","99","115"
"Wed, Nov 19, 2014","114","90"
"Wed, Nov 19, 2014","101","90"
"Wed, Nov 19, 2014","92","96"
"Wed, Nov 19, 2014","105","102"
"Thu, Nov 20, 2014","110","93"
"Thu, Nov 20, 2014","88","103"
"Fri, Nov 21, 2014","89","99"
"Fri, Nov 21, 2014","105","100"
"Fri, Nov 21, 2014","106","140"
"Fri, Nov 21, 2014","97","117"
"Fri, Nov 21, 2014","88","101"
"Fri, Nov 21, 2014","100","117"
"Fri, Nov 21, 2014","121","92"
"Fri, Nov 21, 2014","94","92"
"Fri, Nov 21, 2014","122","96"
"Fri, Nov 21, 2014","87","105"
"Fri, Nov 21, 2014","82","124"
"Fri, Nov 21, 2014","78","91"
"Sat, Nov 22, 2014","110","93"
"Sat, Nov 22, 2014","92","95"
