"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"Salah Mejri","C","2017-2018",32,"DAL","2",0.635624404997253,0.333,0.64309392570874,0.639584681663902,0.577343001236288,0.00296693061761871,0.0945736559878837,0.159970944619696,0,0,0.0945736559878837,0.14590370031291,0.0329209321628084,0.0556466976217257,0.104096083182758,0.210179531068381,0.327597339121764,0.0203527657116634,0.0303079285596903,0.0644105258411009,0.0436778774107651,0.172226376130456,0.224265314828317
"Sam Dekker","SF","2017-2018",24,"LAC","2",0.475341584158416,0.362184905660377,0.541021141649049,0.532422077922078,0.56230378250591,0.00570206100150173,0.149948849104859,0.32816030591215,0.0475591732292149,0.134309687261632,0.10690537084399,0.174424552429668,0.0342159331919406,0.0595728451563692,0.0590288797207236,0.111036438463478,0.197027568811277,0.0653071297168753,0.0325866030399435,0.016304347826087,0.0311312790206838,0.0608735322119962,0.364696478291467
"Sean Kilpatrick","G","2017-2018",28,"BRK","3",0.422923627684964,0.330997333333333,0.472854771784232,0.496713426853707,0.863693798449612,0.00713553418573833,0.171829688050519,0.411969144697804,0.0559667528047965,0.166159508945844,0.119593462883161,0.261143839277038,0.124937047803779,0.146215236685671,0.0101393207657176,0.13629457291388,0.143483688296036,0.0774268714830049,0.0314744207881848,0.00429574220126297,0.0787125357491197,0.0597371923095998,0.506933081750694
"Serge Ibaka","PF","2017-2018",29,"TOR","8",0.491894063926941,0.391,0.533677678571429,0.556605766213389,0.85990522787117,0.00762763281327145,0.180676513893811,0.377166812782784,0.0521172638436482,0.130293159609121,0.129101386804189,0.248869351346387,0.0498241969592281,0.0566749766372212,0.0492473472773946,0.180915585181824,0.231738786708928,0.0296730465755485,0.0146062357766067,0.0538341411717033,0.0467061174884569,0.0840967116649994,0.469674330129519
"Seth Curry","G","2017-2018",28,"DAL","4",0.478885714285714,0.428072289156626,0.499777282850779,0.582113879003558,0.829937888198758,0.00864134798755395,0.16389034429476,0.348154455008435,0.0742764351896074,0.144983616788891,0.103892519970951,0.186474258698971,0.0467210632107422,0.0553165831854025,0.0105917411664538,0.0804088965199281,0.0907974805167076,0.105843920145191,0.0403300913645741,0.00315181775628023,0.0483599186801157,0.0661524500907441,0.429743499291079
"Shabazz Muhammad","SF","2017-2018",26,"MIN","4",0.444776237623762,0.315824480369515,0.507291576673866,0.487958123953099,0.794653113087675,0.00492886178861789,0.181746513038205,0.402181927898166,0.0320059295195741,0.102716704039564,0.150282277859597,0.289878796322095,0.122091808303149,0.142907927479559,0.0593216668110543,0.0807162510448593,0.137569598254554,0.0228480296829104,0.0151607034566404,0.00604238258877434,0.0430214115781126,0.0561994738209988,0.511286221788799
"Shabazz Napier","PG","2017-2018",27,"POR","3",0.384222222222222,0.321414141414141,0.445028571428571,0.454682634730539,0.689668773704172,0.00254908691739589,0.136131958762887,0.359503412225933,0.045360824742268,0.156886448589572,0.0825927242564285,0.192716356598333,0.0567216494845361,0.0810309278350515,0.0145751866334874,0.0996690379274927,0.119602845512991,0.143645735707591,0.0680175376229411,0,0.0932811944543192,0.0654078061399171,0.40370028044397
"Shaun Livingston","PG","2017-2018",33,"GSW","12",0.53618021978022,0.333,0.542699115044248,0.534552631578947,0.686684782608696,0.00527461947551806,0.125015275162168,0.257490880083177,0,0,0.132461037156786,0.251965662105931,0.0244250413741939,0.0313526070206208,0.0211783696529459,0.0977001654967757,0.110152147373816,0.0915939051532272,0.0339236685752693,0.0169491525423729,0.0434222957763448,0.0919530969381418,0.311576531942634
"Sheldon McClellan","G","2017-2018",26,"WAS","1",0.4,0.233,0.511,0.447,0.852,0.000975609756097561,0.104166666666667,0.260416666666667,0.0208333333333333,0.104166666666667,0.0833333333333333,0.15625,0.0833333333333333,0.09375,0.0104166666666667,0.104166666666667,0.114583333333333,0.0520833333333333,0.03125,0.0104166666666667,0.0208333333333333,0.0625,0.3125
"Shelvin Mack","G","2017-2018",28,"ORL","6",0.438703476482618,0.357610738255034,0.454610655737705,0.518023255813953,0.72969696969697,0.00619884596496972,0.135590450023128,0.312207294227842,0.0473437423282761,0.129760701044826,0.0784288855065111,0.164393729489549,0.0503440439366202,0.0630724862168364,0.0187915080079843,0.0819717225064642,0.0879829821569383,0.129729160836317,0.0299013109441744,0.00495513014418853,0.0644122383252818,0.0931540840953126,0.366434406155694
"Skal Labissiere","PF","2017-2018",22,"SAC","1",0.526649659863946,0.375,0.548876407745068,0.545296849087894,0.719994690335728,0.0050755667061879,0.209830858870688,0.391771284976438,0.00605816059075201,0.0138532142602095,0.194293311777638,0.352763268559919,0.100590428886416,0.128942483255788,0.0749184487230515,0.180777447461954,0.259344209120495,0.0384150027331042,0.0266925876306557,0.0209353304221935,0.0583980894651017,0.106956779946093,0.522351538925669
"Solomon Hill","F","2017-2018",27,"NOP","4",0.367497619047619,0.360962750716332,0.425121076233184,0.473642447418738,0.77749430523918,0.00780493623161422,0.0784539809510083,0.203659311164382,0.0406269592476489,0.117534259914683,0.0373375403801367,0.0834241969924129,0.032601880877743,0.0401253918495298,0.0229618590274328,0.111116469737159,0.135324663706306,0.0619944525484943,0.0341794327034179,0.0130207362679687,0.0331649042385095,0.070189906444519,0.23373558074562
"Spencer Dinwiddie","PG","2017-2018",25,"BRK","3",0.440062641509434,0.398362418128435,0.462221719610746,0.505988223000799,0.796784253393665,0.00557757321005877,0.108636624884233,0.232153996747019,0.0266958851700443,0.0733151088264886,0.0767429920853684,0.159308176952889,0.0864798318787032,0.103379285555173,0.0214775294512181,0.0915148474128157,0.11599735340791,0.138103197839859,0.0315049219267188,0.0182256472875242,0.0471060972842154,0.0915844709475929,0.337503301170951
"Stanley Johnson","SF","2017-2018",22,"DET","2",0.359660377358491,0.292,0.41450243902439,0.432001862197393,0.70812600536193,0.00512134550153449,0.10898781426007,0.298533960358541,0.0297654247979499,0.108414468513126,0.066754910678199,0.160600351548464,0.0367795651119554,0.0514913911567375,0.0322192063291672,0.128616033077561,0.165363471099722,0.0829643064106849,0.0362932528369389,0.0198436165319666,0.0500061736016792,0.0900834353098231,0.293317031767844
"Stephen Curry","PG","2017-2018",30,"GSW","8",0.453006864988558,0.394224489795918,0.510208242950108,0.553104838709677,0.891429268292683,0.00760550551563607,0.254879553869361,0.573210001398747,0.122220775839625,0.336812713371072,0.131163759437646,0.266320246933035,0.115336578305378,0.121889554224884,0.0195029787752739,0.101812428654397,0.126253886089713,0.161220669056729,0.0497325022086973,0.00397465937689838,0.0864913081890389,0.0645557700627888,0.758325489322595
"Steven Adams","C","2017-2018",25,"OKC","4",0.544022468296866,0,0.552974954044118,0.544022468296866,0.571851335725869,0.0070126005487549,0.160433461397511,0.28974375051756,0,0,0.160433461397511,0.291047275135044,0.0788411442412173,0.120826682250478,0.105524460467721,0.138843097672286,0.23616457862634,0.0486559484283245,0.0367556383143786,0.0251932211011495,0.0855479513449519,0.0748500130754705,0.3979525224392
"T.J. McConnell","PG","2017-2018",26,"PHI","2",0.445471578947368,0.182608695652174,0.476159090909091,0.456134453781513,0.814946472019465,0.00715596503515711,0.121322658093501,0.26537658765472,0.00403399934697661,0.0399337902815599,0.112951981715345,0.22590396343069,0.0364160974460783,0.0423298226723645,0.0209176996712933,0.0888847313740608,0.10757089049668,0.234220532319392,0.060471175246235,0.00314352745385833,0.068518477341549,0.061248838191804,0.289518592141807
"T.J. Warren","SF","2017-2018",25,"PHO","3",0.485296846248211,0.26436932476141,0.525130203269749,0.509827689147421,0.777260421824527,0.00829591337902259,0.18860336951584,0.369657578777116,0.0129032258064516,0.0519873271889401,0.167353717238508,0.323080352144088,0.0545845925297114,0.0685907449583834,0.0551444289003381,0.122298113679211,0.170532980030722,0.0353939300874182,0.037656205751358,0.0192540322580645,0.0300095314783583,0.0836858231319443,0.437766000839083
"Taj Gibson","PF","2017-2018",33,"MIN","8",0.526651583710407,0.231,0.529341317365269,0.530523138832998,0.703590425531915,0.00741052038088874,0.198518796053453,0.374251280129886,0,0.00784313725490196,0.194294991882103,0.366025977269889,0.0719908755581441,0.0787697304978937,0.0721358777624762,0.167454021209702,0.234326904344438,0.0426105771649977,0.0214277327697546,0.0326048041297198,0.047894412002089,0.085053037608486,0.445658669854008
"Tarik Black","C-F","2017-2018",27,"HOU","3",0.505075944238203,0.5,0.511697866953463,0.519220385517795,0.722566997455471,0.0043739825623663,0.13801302357053,0.291430558980648,0,0,0.128845890814823,0.264798706057264,0.065105788993719,0.0908769200777329,0.107361341822209,0.180704136463723,0.292428922471404,0.0417874901793697,0.0220617945727974,0.046624313787303,0.0493153934242246,0.152655817211478,0.352342625985665
"Taurean Waller-Prince","SF","2017-2018",24,"ATL","1",0.37558215205274,0.265396877360866,0.432563117110361,0.425829578578133,0.758366503443557,0.00469297100108899,0.123837351087968,0.328316650184797,0.0268656391898581,0.0970415974565761,0.092701239741575,0.219454985854713,0.066483890552425,0.0894575933555381,0.0271448404415405,0.143254875079077,0.16820128386654,0.0437256434179547,0.0473039500999166,0.0301204819277108,0.0681894569857721,0.0997506302308308,0.33902564879877
"Terrence Ross","SG","2017-2018",27,"ORL","5",0.453807692307692,0.364915567282322,0.514686567164179,0.554210735586481,0.8,0.00643017445799458,0.16613234561753,0.383181912548318,0.0784002254647007,0.211373156890124,0.08743745363621,0.18305262166303,0.0356075697211155,0.0419192794041226,0.00903117165340997,0.0924871940808196,0.113182054391131,0.0498261730149466,0.0480658013108855,0.0167677117616491,0.0398717629482072,0.067830588474129,0.432501997944408
"Terry Rozier","PG","2017-2018",24,"BOS","2",0.377459820562038,0.337670469798658,0.411611936720997,0.452226038122885,0.768179294242574,0.0050136217641189,0.126543553589429,0.349638159003696,0.0462484714200961,0.157894736842105,0.082061010881919,0.193445051966068,0.0381532848638112,0.0535820844628578,0.018987615517149,0.15802970004736,0.172053462813257,0.103598311657522,0.0399770315463438,0.00687529634898056,0.0340018740714061,0.0508719917554504,0.336846400546291
"Thabo Sefolosha","SF","2017-2018",34,"UTA","11",0.402967145790554,0.296788912579957,0.424402985074627,0.450456953642384,0.677099892588614,0.00526407008256129,0.0968974897558624,0.234508210501583,0.0262702306434332,0.0779281399094766,0.0538319387532569,0.13957852691023,0.0207637478048277,0.0553699941462071,0.036846557266114,0.168923974857827,0.22439418680305,0.0685445215135623,0.0542969919185872,0.015380553929502,0.0328987118447447,0.0454317900686827,0.253119973239804
"Thaddeus Young","PF","2017-2018",30,"IND","10",0.515640341912106,0.335692294953631,0.557625001749614,0.557095435684647,0.533222465531225,0.00758798230247496,0.146662654980888,0.286112384799437,0.0221252257676099,0.0846503767983558,0.126841963049839,0.237116066035374,0.0205571978129372,0.0383993235335496,0.0617714737570426,0.13761842237111,0.193532139632055,0.0496091978226766,0.0413543252621713,0.0133946945036854,0.0426511801771815,0.0521029710163585,0.346489103080357
"Thon Maker","C","2017-2018",21,"MIL","1",0.459,0.378,0.514,0.536,0.653,0.00191158536585366,0.151515151515152,0.323232323232323,0.0505050505050505,0.131313131313131,0.101010101010101,0.191919191919192,0.0606060606060606,0.0909090909090909,0.0707070707070707,0.131313131313131,0.202020202020202,0.0404040404040404,0.0202020202020202,0.0505050505050505,0.0303030303030303,0.151515151515152,0.404040404040404
"Tim Frazier","PG","2017-2018",28,"WAS","3",0.39993536121673,0.299811797752809,0.439213043478261,0.44110303030303,0.760944099378882,0.00592049609392742,0.103450490175093,0.274979736575481,0.0251802356251099,0.0754838631193509,0.0831941077597493,0.178064581520867,0.0562638693932705,0.0729207109704879,0.020351041527276,0.0877716362535019,0.10920894833385,0.211300813235049,0.0391337386018237,0.00425531914893617,0.0671472950002931,0.0979231385420941,0.293773085195258
"Tim Hardaway 2","SG","2017-2018",26,"NYK","4",0.476096756312138,0.361219858156028,0.576670489344239,0.556591207650273,0.7582665889798,0.00716235725882983,0.196561611586745,0.421306206192679,0.0719750787511661,0.207783368246301,0.128366157423952,0.226446706901857,0.0729072602352269,0.0966797022761858,0.0133832264979806,0.098045607551311,0.112214685326827,0.0850968219040828,0.0263519369501375,0.00820103675741189,0.0467734335806155,0.0460215177492664,0.517921844708974
"Timofey Mozgov","C","2017-2018",32,"BRK","7",0.504230038022814,0,0.513821721311475,0.52258947368421,0.83485549132948,0.00427211960404123,0.174023819149653,0.328819811833338,0,0,0.174023819149653,0.323150504732763,0.052334030058724,0.0659774555798501,0.0851660484013425,0.156553295636763,0.230385698416389,0.0392156862745098,0.0140994542146756,0.0254600503302925,0.0782653524868058,0.118978533696348,0.423210123696727
"Timothe Luwawu-Cabarrot","SF","2017-2018",23,"PHI","1",0.421052132701422,0.347877470355731,0.467213114754098,0.49077037037037,0.789507917174178,0.00544783197831978,0.123214050204423,0.296461507618284,0.0438570991432068,0.12608916003672,0.0832190653795524,0.170740530352353,0.0969629742962056,0.129837729954877,0.0268538832821413,0.109417882420916,0.13454011741683,0.0838386680003334,0.0240440240657179,0.00699319877139096,0.0615401491882405,0.109439124487004,0.362074715342576
"Tobias Harris","PF","2017-2018",26,"DET","6",0.46868359689582,0.340229405715523,0.52997637843687,0.518685462979698,0.8280666649057,0.00794611866791745,0.190369663396856,0.402599745795061,0.0324435365239342,0.115102198768196,0.152993431361916,0.277814976081104,0.0632227406268412,0.0781558208103751,0.024746171152059,0.13409236915683,0.158559551369392,0.0545886789701337,0.0237630936105642,0.0168674220625881,0.0377919661053406,0.0480287921398621,0.483978614854093
"Tomas Satoransky","G","2017-2018",27,"WAS","1",0.41705,0.215004608294931,0.481316742081448,0.448011013215859,0.725808266360505,0.00355478704040772,0.0792380952380952,0.205170068027211,0.0195879770347855,0.0573714077940966,0.0781954887218045,0.156162539412619,0.0350249646024294,0.0534845049130763,0.0303582270795386,0.075876504447933,0.120446747937806,0.127321850726106,0.0381414701803051,0.00789115646258504,0.0438296903460838,0.0918336369156042,0.214481632653061
"Tony Allen","SG","2017-2018",36,"NOP","13",0.424984375,0.291009852216749,0.456386266094421,0.448949152542373,0.583025442477876,0.00625448350071736,0.14031746031746,0.332469442146861,0.00740740740740741,0.0370848267622461,0.11537037037037,0.253347826916109,0.0297889287136599,0.0514536041417762,0.058085715626907,0.114903574598564,0.185200832433617,0.0536332245399934,0.0527407407407407,0.0139068100358423,0.0606111815237291,0.0865082525775477,0.31459874424871
"Tony Parker","G","2017-2018",36,"SAS","16",0.485443310463122,0.395928007364975,0.507007605820106,0.503256669833507,0.715376944847277,0.00503623908426308,0.160855051263556,0.329348282668943,0.014611584148008,0.0500307398511658,0.145488668704504,0.269282936853267,0.0360809028050759,0.0566882702647647,0.00390565940623361,0.0763099921855163,0.0756886552521295,0.186371396861489,0.0181262534447186,0,0.0485470363524678,0.0662254162509034,0.353893529759629
"Tony Snell","SG","2017-2018",27,"MIL","4",0.462631027253669,0.409022332506204,0.529695198329854,0.57435,0.813068181818182,0.00739668524281682,0.125410188809161,0.251275791116341,0.0577054794520548,0.147685996862653,0.0560443553715368,0.096281328458794,0.0200955026030139,0.0238110773030504,0.00883247134470226,0.0924742654152149,0.0967051002512206,0.0435402556398635,0.0250056762279573,0.00550355521632588,0.0250056762279573,0.0486590777541964,0.296180534784949
"Treveon Graham","SG","2017-2018",25,"CHO","1",0.475,0.6,0.4,0.588,0.667,0.000640243902439024,0.1,0.214285714285714,0.0428571428571429,0.0857142857142857,0.0571428571428571,0.128571428571429,0.0571428571428571,0.0857142857142857,0.0285714285714286,0.0857142857142857,0.114285714285714,0.0285714285714286,0.0285714285714286,0,0.0142857142857143,0.1,0.3
"Trevor Ariza","SF","2017-2018",33,"HOU","13",0.384768249775975,0.340006725984014,0.529978847170809,0.483996558601541,0.753832693170328,0.00916202836868013,0.115604847799109,0.286348458587351,0.0543014381409241,0.176483786626663,0.0502083459975925,0.101807793174402,0.0332547495854765,0.0398527957533227,0.0226904670145969,0.148216310295657,0.158487474946674,0.0578180333921172,0.059060422914399,0.00869428614764577,0.0275975617530231,0.0515862561497787,0.323581637482763
"Trevor Booker","PF","2017-2018",31,"BRK","7",0.479930330817429,0.301259088528025,0.497953701918442,0.495105557482227,0.715273343456149,0.00588165693162982,0.148505926324215,0.319359429807701,0.0161943319838057,0.0394389937312263,0.136358962859074,0.282617498292823,0.0310276148567609,0.0473905263387184,0.0787760241265829,0.234667335336573,0.31081082117659,0.0816971241521668,0.0508192643229018,0.0114524390147659,0.0630873108885574,0.0889553950736628,0.344934214748165
"Trey Lyles","PF","2017-2018",23,"DEN","2",0.339434376351838,0.265611409262572,0.382084703657886,0.405332698547045,0.696669094836882,0.00357242145759564,0.124891301565766,0.37187325392211,0.034185941751215,0.159226144226393,0.0797569689252754,0.204258557406805,0.0430610823299216,0.0642197805747635,0.0440721604282202,0.182486469696392,0.22897458369851,0.0663680807825836,0.0213796547296333,0.0158120239582655,0.0455071609719138,0.0790560805619367,0.34587241007675
